"","X","Units","Month","Section","WC","WC_int","elev_mean","slope_mean","contr_max_km2","stream_sum","recur_mean","occur_mean","ext_sum","Dist_fromLast","Dist_toNext","Dam","mapbio_maj","mb_forest_","mb_savan_m","mb_grass_m","mb_past_me","mb_agri_me","mb_water_m","mb_crops_m","acm30","api30","Level","Vol_hm3","dV_hm3","PSndvi_mean","PSndwi_mean"
"3779",3779,31450,6,"BN","NotDet",2,556,0.01,135.5078125,6,0,0,0,353.6468268,4421.401225,0,4,0,0.444444444,0.111111111,0.222222222,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.597928895,-0.642437277
"3785",3785,31500,6,"BN","NotDet",2,556.92,0.03,135.511875,6,0,0,0,403.3936365,4371.891363,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.620296607,-0.654132033
"3791",3791,31550,6,"BN","Dry",1,556.96,0.05,136.2323438,8,0,0,0,452.8538532,4323.019396,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.624850154,-0.655834727
"3797",3797,31600,6,"BN","Dry",1,555.7,0.05,136.2376563,10,0,0,0,502.7688978,4273.476612,0,4,0,0.75,0,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.628779727,-0.660968959
"3803",3803,31650,6,"BN","Dry",1,555.85,0.06,136.240625,8,0,0,0,552.4331625,4224.533304,0,4,0,0.75,0,0.125,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01,0.647803966,-0.674500249
"3809",3809,31700,6,"BN","NotDet",2,555.13,0.07,136.2446875,6,0,0,0,602.2957526,4175.304005,0,15,0,0.444444444,0,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.651103556,-0.676212194
"3815",3815,31750,6,"BN","NotDet",2,553.37,0.04,136.2476563,7,0,0,0,652.2342115,4125.705506,0,15,0,0,0,0.75,0,0,0.25,77.978,5.041834104,441.84,5.57,-0.01,0.613572425,-0.656394221
"3821",3821,31800,6,"BN","Dry",1,552.83,0.03,136.2495313,6,0,0,0,701.8035695,4075.730558,0,15,0,0,0,0.666666667,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01,0.586919026,-0.64138732
"3827",3827,31850,6,"BN","Dry",1,552.62,0.02,136.2940625,7,0,0,0,750.6506092,4026.233123,0,15,0,0,0,0.444444444,0.333333333,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.598200827,-0.646410832
"3833",3833,31900,6,"BN","NotDet",2,553.69,0.03,136.3017188,7,0,0,0,770.015529,4004.807695,0,21,0,0,0,0.416666667,0.583333333,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.590552456,-0.645363628
"3839",3839,31950,6,"BN","NotDet",2,553.23,0.02,136.3034375,7,0,0,0,772.5391614,4003.133693,0,21,0,0,0,0.25,0.75,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.60402386,-0.652208084
"3845",3845,32000,6,"BN","Dry",1,551.88,0,136.3067188,6,0,0,0,788.3700902,3991.733223,0,21,0,0.25,0,0,0.75,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.61206012,-0.656425805
"3851",3851,32050,6,"BN","Dry",1,551.98,0,136.360625,7,0,0,0,807.4909123,3979.954623,0,4,0,0.555555556,0,0,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.621432213,-0.659695665
"3857",3857,32100,6,"BN","NotDet",2,551.66,0,136.3621875,7,0,0,0,855.4805505,3935.355997,0,4,0,0.666666667,0,0,0.333333333,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.610293764,-0.650692579
"3863",3863,32150,6,"BN","NotDet",2,551.09,0,136.3726563,7,0,0,0,905.2645683,3887.719229,0,4,0,0.555555556,0,0,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.5967058,-0.642004481
"3869",3869,32200,6,"BN","NotDet",2,552,0,136.3834375,9,0,0,0,953.651149,3843.487371,0,21,0,0.111111111,0,0.222222222,0.666666667,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.579667577,-0.630264948
"3875",3875,32250,6,"BN","Dry",1,553.52,0.01,137.1521875,15,0,0,0,997.5122456,3806.878809,0,15,0,0.125,0,0.5,0.375,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.553634087,-0.615498644
"3881",3881,32300,6,"BN","Dry",1,553.56,0.01,137.3540625,13,0,0,0,1038.994293,3775.19426,0,21,0,0.222222222,0,0.333333333,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.555777272,-0.618625516
"3887",3887,32350,6,"BN","NotDet",2,551.96,0,137.3570313,10,0,0,0,1076.375867,3750.752312,0,21,0,0.111111111,0,0,0.888888889,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.585061479,-0.639672389
"3893",3893,32400,6,"BN","Dry",1,551.21,0,137.368125,7,0,0,0,1113.442695,3728.619371,0,21,0,0,0,0,1,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.59528453,-0.652670194
"3899",3899,32450,6,"BN","Dry",1,552.08,0,137.4598438,7,0,0,0,1146.305659,3713.820208,0,21,0,0,0,0,1,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.59149972,-0.651849711
"3905",3905,32500,6,"BN","Dry",1,552.72,0,137.4648438,8,0,0,0,1183.679124,3693.558352,0,4,0,0.6,0,0,0.4,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.597307273,-0.649510836
"3911",3911,32550,6,"BN","Dry",1,551.38,0,137.4725,8,0,0,0,1229.505237,3647.257628,0,4,0,0.5,0,0.25,0.25,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.579598573,-0.641178253
"7889",7889,65700,6,"BAR","Dry",1,488.48,0,591.2964063,14,0,0,0,675.8819795,927.9805632,0,4,0,1,0,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.691468316,-0.710610574
"7895",7895,65750,6,"BAR","Dry",1,488.81,0,591.6071875,12,0,0,0,693.3666163,919.4980231,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.6768837,-0.707274805
"7901",7901,65800,6,"BAR","NotDet",2,489.24,0,591.6129688,8,0,0,0,712.5776709,915.2896304,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.657660019,-0.693207522
"7905",7905,65850,4,"BAR","NotDet",2,488.94,0,591.6217188,7,0,0,0,725.4528068,923.8011499,0,4,0,0.75,0,0.25,0,0,0,134.366,48.93342858,441.95,5.7,0,0.838685043,-0.761000753
"7907",7907,65850,6,"BAR","NotDet",2,488.94,0,591.6217188,7,0,0,0,725.4528068,923.8011499,0,4,0,0.75,0,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.683930777,-0.702493516
"7911",7911,65900,4,"BAR","NotDet",2,489.61,0.01,591.6284375,8,0,0,0,745.0869889,931.0950658,0,4,0,0.777777778,0,0.222222222,0,0,0,134.366,48.93342858,441.95,5.7,0,0.820978857,-0.748110829
"7913",7913,65900,6,"BAR","Dry",1,489.61,0.01,591.6284375,8,0,0,0,745.0869889,931.0950658,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.68284468,-0.70232576
"7917",7917,65950,4,"BAR","NotDet",2,490.14,0.01,591.6290625,6,0,0,0,765.4301608,942.88439,0,4,0,0.666666667,0,0.333333333,0,0,0,134.366,48.93342858,441.95,5.7,0,0.828018031,-0.747904886
"7919",7919,65950,6,"BAR","Dry",1,490.14,0.01,591.6290625,6,0,0,0,765.4301608,942.88439,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.620304109,-0.668909242
"7923",7923,66000,4,"BAR","NotDet",2,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,134.366,48.93342858,441.95,5.7,0,0.75341303,-0.701137184
"7924",7924,66000,5,"BAR","NotDet",2,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0,0.656328272,-0.664413913
"7925",7925,66000,6,"BAR","Dry",1,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.570716218,-0.628767604
"7929",7929,66050,4,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,134.366,48.93342858,441.95,5.7,0,0.727148145,-0.679490223
"7930",7930,66050,5,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0,0.636175506,-0.654784616
"7931",7931,66050,6,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.578737809,-0.637226274
"7935",7935,66100,4,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,134.366,48.93342858,441.95,5.7,0,0.754637076,-0.701447705
"7936",7936,66100,5,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,25.654,15.70013972,441.81,5.54,0,0.675651254,-0.683891604
"7937",7937,66100,6,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.59658086,-0.650831014
"7941",7941,66150,4,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,134.366,48.93342858,441.95,5.7,0,0.805008817,-0.734514106
"7942",7942,66150,5,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,25.654,15.70013972,441.81,5.54,0,0.743738641,-0.71639125
"7943",7943,66150,6,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.6198955,-0.662065214
"7947",7947,66200,4,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,134.366,48.93342858,441.95,5.7,0,0.815268442,-0.730388755
"7948",7948,66200,5,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,25.654,15.70013972,441.81,5.54,0,0.742292111,-0.712417461
"7949",7949,66200,6,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.608142048,-0.6600499
"7953",7953,66250,4,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,134.366,48.93342858,441.95,5.7,0,0.78916374,-0.700822674
"7954",7954,66250,5,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,25.654,15.70013972,441.81,5.54,0,0.699908294,-0.680266997
"7955",7955,66250,6,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.565681154,-0.635812728
"7959",7959,66300,4,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,134.366,48.93342858,441.95,5.7,0,0.806856208,-0.718768047
"7960",7960,66300,5,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,25.654,15.70013972,441.81,5.54,0,0.721343944,-0.693614353
"7961",7961,66300,6,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.575003767,-0.641174307
"7965",7965,66350,4,"BAR","Wet",4,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,134.366,48.93342858,441.95,5.7,0,0.834993725,-0.750070551
"7966",7966,66350,5,"BAR","NotDet",2,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0,0.776779602,-0.738348203
"7967",7967,66350,6,"BAR","NotDet",2,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.649337204,-0.680579672
"7971",7971,66400,4,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,134.366,48.93342858,441.95,5.7,0,0.822068423,-0.743864515
"7972",7972,66400,5,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,25.654,15.70013972,441.81,5.54,0,0.771309598,-0.731885665
"7973",7973,66400,6,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.626171422,-0.669018855
"7977",7977,66450,4,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,134.366,48.93342858,441.95,5.7,0,0.832835011,-0.752509138
"7978",7978,66450,5,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,25.654,15.70013972,441.81,5.54,0,0.786820694,-0.74024554
"7979",7979,66450,6,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.650005311,-0.686049028
"7983",7983,66500,4,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,134.366,48.93342858,441.95,5.7,0,0.819336535,-0.744234806
"7984",7984,66500,5,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,25.654,15.70013972,441.81,5.54,0,0.779827016,-0.743335675
"7985",7985,66500,6,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.658768107,-0.687636875
"7989",7989,66550,4,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,134.366,48.93342858,441.95,5.7,0,0.790516843,-0.720481674
"7990",7990,66550,5,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,25.654,15.70013972,441.81,5.54,0,0.728660914,-0.709737005
"7991",7991,66550,6,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.590254408,-0.642875321
"7995",7995,66600,4,"BAR","NotDet",2,488.1,0,592.2007813,8,0,0,0,1027.629096,1128.059665,0,15,0,0.375,0,0.625,0,0,0,134.366,48.93342858,441.95,5.7,0,0.796509276,-0.72371133
"7996",7996,66600,5,"BAR","NotDet",2,488.1,0,592.2007813,8,0,0,0,1027.629096,1128.059665,0,15,0,0.375,0,0.625,0,0,0,25.654,15.70013972,441.81,5.54,0,0.730766825,-0.710587394
"7997",7997,66600,6,"BAR","NotDet",2,488.1,0,592.2007813,8,0,0,0,1027.629096,1128.059665,0,15,0,0.375,0,0.625,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.59528006,-0.643997023
"8001",8001,66650,4,"BAR","NotDet",2,488.17,0,592.2221875,7,0,0,0,1052.699079,1082.250791,0,15,0,0.333333333,0.111111111,0.555555556,0,0,0,134.366,48.93342858,441.95,5.7,0,0.818901543,-0.734151905
"8002",8002,66650,5,"BAR","NotDet",2,488.17,0,592.2221875,7,0,0,0,1052.699079,1082.250791,0,15,0,0.333333333,0.111111111,0.555555556,0,0,0,25.654,15.70013972,441.81,5.54,0,0.744540136,-0.715857917
"8003",8003,66650,6,"BAR","Dry",1,488.17,0,592.2221875,7,0,0,0,1052.699079,1082.250791,0,15,0,0.333333333,0.111111111,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.604255852,-0.651295171
"8007",8007,66700,4,"BAR","NotDet",2,488.15,0,592.2270313,7,0,0,0,1059.04238,1041.475,0,15,0,0.25,0.125,0.625,0,0,0,134.366,48.93342858,441.95,5.7,0,0.835193058,-0.737082565
"8008",8008,66700,5,"BAR","NotDet",2,488.15,0,592.2270313,7,0,0,0,1059.04238,1041.475,0,15,0,0.25,0.125,0.625,0,0,0,25.654,15.70013972,441.81,5.54,0,0.737743672,-0.708669544
"8009",8009,66700,6,"BAR","Dry",1,488.15,0,592.2270313,7,0,0,0,1059.04238,1041.475,0,15,0,0.25,0.125,0.625,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.6147759,-0.660623628
"8013",8013,66750,4,"BAR","NotDet",2,488.23,0,592.2442188,7,0,0,0,1065.457053,997.8348466,0,15,0,0.125,0,0.875,0,0,0,134.366,48.93342858,441.95,5.7,0,0.830405014,-0.733868907
"8014",8014,66750,5,"BAR","NotDet",2,488.23,0,592.2442188,7,0,0,0,1065.457053,997.8348466,0,15,0,0.125,0,0.875,0,0,0,25.654,15.70013972,441.81,5.54,0,0.725073028,-0.700394684
"8015",8015,66750,6,"BAR","Dry",1,488.23,0,592.2442188,7,0,0,0,1065.457053,997.8348466,0,15,0,0.125,0,0.875,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.60878376,-0.653581384
"8019",8019,66800,4,"BAR","NotDet",2,489.13,0.01,592.255,7,0,0,0,1097.891872,953.8656406,0,15,0,0.111111111,0,0.888888889,0,0,0,134.366,48.93342858,441.95,5.7,0,0.851700215,-0.75177628
"8020",8020,66800,5,"BAR","NotDet",2,489.13,0.01,592.255,7,0,0,0,1097.891872,953.8656406,0,15,0,0.111111111,0,0.888888889,0,0,0,25.654,15.70013972,441.81,5.54,0,0.740647117,-0.714516878
"8021",8021,66800,6,"BAR","NotDet",2,489.13,0.01,592.255,7,0,0,0,1097.891872,953.8656406,0,15,0,0.111111111,0,0.888888889,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.616981704,-0.667107571
"8025",8025,66850,4,"BAR","NotDet",2,489.3,0.03,592.2559375,6,0,0,0,1113.46269,912.8141568,0,15,0,0.222222222,0,0.777777778,0,0,0,134.366,48.93342858,441.95,5.7,0,0.863489174,-0.76516168
"8026",8026,66850,5,"BAR","NotDet",2,489.3,0.03,592.2559375,6,0,0,0,1113.46269,912.8141568,0,15,0,0.222222222,0,0.777777778,0,0,0,25.654,15.70013972,441.81,5.54,0,0.777385032,-0.735660742
"8027",8027,66850,6,"BAR","Dry",1,489.3,0.03,592.2559375,6,0,0,0,1113.46269,912.8141568,0,15,0,0.222222222,0,0.777777778,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.654867861,-0.690431967
"8031",8031,66900,4,"BAR","NotDet",2,487.98,0.03,592.2679688,7,0,0,0,1131.434645,873.7958763,0,15,0,0.25,0,0.75,0,0,0,134.366,48.93342858,441.95,5.7,0,0.859758062,-0.757859564
"8032",8032,66900,5,"BAR","Dry",1,487.98,0.03,592.2679688,7,0,0,0,1131.434645,873.7958763,0,15,0,0.25,0,0.75,0,0,0,25.654,15.70013972,441.81,5.54,0,0.784089549,-0.730836661
"8033",8033,66900,6,"BAR","Dry",1,487.98,0.03,592.2679688,7,0,0,0,1131.434645,873.7958763,0,15,0,0.25,0,0.75,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.671486114,-0.691875759
"8037",8037,66950,4,"BAR","NotDet",2,487.02,0.02,608.8371875,10,0,0,0,1137.502076,839.2796884,0,15,0,0.363636364,0,0.636363636,0,0,0,134.366,48.93342858,441.95,5.7,0,0.825770192,-0.734197538
"8038",8038,66950,5,"BAR","Dry",1,487.02,0.02,608.8371875,10,0,0,0,1137.502076,839.2796884,0,15,0,0.363636364,0,0.636363636,0,0,0,25.654,15.70013972,441.81,5.54,0,0.738327535,-0.702753716
"8039",8039,66950,6,"BAR","Dry",1,487.02,0.02,608.8371875,10,0,0,0,1137.502076,839.2796884,0,15,0,0.363636364,0,0.636363636,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.646078649,-0.674051573
"8043",8043,67000,4,"BAR","NotDet",2,486.23,0,608.8432813,10,0,0,0,1089.623577,864.4543514,0,4,0,0.777777778,0,0.222222222,0,0,0,134.366,48.93342858,441.95,5.7,0,0.845239936,-0.754189162
"8044",8044,67000,5,"BAR","Dry",1,486.23,0,608.8432813,10,0,0,0,1089.623577,864.4543514,0,4,0,0.777777778,0,0.222222222,0,0,0,25.654,15.70013972,441.81,5.54,0,0.769781067,-0.725976032
"8045",8045,67000,6,"BAR","Dry",1,486.23,0,608.8432813,10,0,0,0,1089.623577,864.4543514,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.67288973,-0.691519635
"8049",8049,67050,4,"BAR","NotDet",2,486.93,0.03,608.854375,9,0,0,0,1057.696217,841.0453359,0,4,0,0.777777778,0,0.222222222,0,0,0,134.366,48.93342858,441.95,5.7,0,0.841110637,-0.760347484
"8050",8050,67050,5,"BAR","NotDet",2,486.93,0.03,608.854375,9,0,0,0,1057.696217,841.0453359,0,4,0,0.777777778,0,0.222222222,0,0,0,25.654,15.70013972,441.81,5.54,0,0.73923441,-0.697714307
"8051",8051,67050,6,"BAR","Dry",1,486.93,0.03,608.854375,9,0,0,0,1057.696217,841.0453359,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.650592557,-0.683699209
"8055",8055,67100,4,"BAR","NotDet",2,487.73,0.04,608.875,8,0,0,0,1058.978922,800.6387947,0,4,0,0.625,0,0.375,0,0,0,134.366,48.93342858,441.95,5.7,0,0.836248359,-0.751819303
"8056",8056,67100,5,"BAR","NotDet",2,487.73,0.04,608.875,8,0,0,0,1058.978922,800.6387947,0,4,0,0.625,0,0.375,0,0,0,25.654,15.70013972,441.81,5.54,0,0.65340602,-0.633894702
"8057",8057,67100,6,"BAR","Dry",1,487.73,0.04,608.875,8,0,0,0,1058.978922,800.6387947,0,4,0,0.625,0,0.375,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.599725706,-0.660842333
"8061",8061,67150,4,"BAR","NotDet",2,487.08,0.03,608.8778125,8,0,0,0,1093.861517,752.8160517,0,15,0,0.333333333,0,0.666666667,0,0,0,134.366,48.93342858,441.95,5.7,0,0.828964166,-0.744439799
"8062",8062,67150,5,"BAR","NotDet",2,487.08,0.03,608.8778125,8,0,0,0,1093.861517,752.8160517,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0,0.68497336,-0.670010762
"8063",8063,67150,6,"BAR","NotDet",2,487.08,0.03,608.8778125,8,0,0,0,1093.861517,752.8160517,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.61089179,-0.667394611
"8067",8067,67200,4,"BAR","NotDet",2,486.04,0,608.8796875,7,0,0,0,1129.043435,704.6331555,0,15,0,0.333333333,0,0.555555556,0.111111111,0,0,134.366,48.93342858,441.95,5.7,0,0.834480649,-0.745916105
"8068",8068,67200,5,"BAR","NotDet",2,486.04,0,608.8796875,7,0,0,0,1129.043435,704.6331555,0,15,0,0.333333333,0,0.555555556,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0,0.745735208,-0.716700383
"8069",8069,67200,6,"BAR","NotDet",2,486.04,0,608.8796875,7,0,0,0,1129.043435,704.6331555,0,15,0,0.333333333,0,0.555555556,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.64941239,-0.686551898
"8073",8073,67250,4,"BAR","NotDet",2,486.16,0.01,608.8882813,12,0,0,0,1163.014418,655.8760191,0,15,0,0.444444444,0,0.444444444,0.111111111,0,0,134.366,48.93342858,441.95,5.7,0,0.861461995,-0.763682219
"8074",8074,67250,5,"BAR","NotDet",2,486.16,0.01,608.8882813,12,0,0,0,1163.014418,655.8760191,0,15,0,0.444444444,0,0.444444444,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0,0.801798137,-0.751069275
"8075",8075,67250,6,"BAR","NotDet",2,486.16,0.01,608.8882813,12,0,0,0,1163.014418,655.8760191,0,15,0,0.444444444,0,0.444444444,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.682806356,-0.707345279
"8079",8079,67300,4,"BAR","NotDet",2,486.71,0.02,609.1228125,11,0,0,0,1193.638181,611.4860315,0,4,0,0.5,0,0.5,0,0,0,134.366,48.93342858,441.95,5.7,0,0.84650193,-0.760363285
"8080",8080,67300,5,"BAR","NotDet",2,486.71,0.02,609.1228125,11,0,0,0,1193.638181,611.4860315,0,4,0,0.5,0,0.5,0,0,0,25.654,15.70013972,441.81,5.54,0,0.79266589,-0.749955614
"8081",8081,67300,6,"BAR","Dry",1,486.71,0.02,609.1228125,11,0,0,0,1193.638181,611.4860315,0,4,0,0.5,0,0.5,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.672821857,-0.695480591
"8085",8085,67350,4,"BAR","NotDet",2,486.26,0.01,609.1295313,8,0,0,0,1229.665658,623.0510769,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.819774997,-0.729787332
"8086",8086,67350,5,"BAR","NotDet",2,486.26,0.01,609.1295313,8,0,0,0,1229.665658,623.0510769,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.752881118,-0.714182509
"8087",8087,67350,6,"BAR","Dry",1,486.26,0.01,609.1295313,8,0,0,0,1229.665658,623.0510769,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.638103455,-0.67584787
"8091",8091,67400,4,"BAR","NotDet",2,485.23,0,609.2290625,8,0,0,0,1276.071118,619.4777676,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.762356176,-0.692924559
"8092",8092,67400,5,"BAR","NotDet",2,485.23,0,609.2290625,8,0,0,0,1276.071118,619.4777676,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.694302741,-0.678831129
"8093",8093,67400,6,"BAR","Dry",1,485.23,0,609.2290625,8,0,0,0,1276.071118,619.4777676,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.607140555,-0.651615244
