"","X","Units","Month","Section","WC","WC_int","elev_mean","slope_mean","contr_max_km2","stream_sum","recur_mean","occur_mean","ext_sum","Dist_fromLast","Dist_toNext","Dam","mapbio_maj","mb_forest_","mb_savan_m","mb_grass_m","mb_past_me","mb_agri_me","mb_water_m","mb_crops_m","acm30","api30","Level","Vol_hm3","dV_hm3","PSndvi_mean","PSndwi_mean"
"8097",8097,67450,4,"BAR","NotDet",2,485,0,609.2340625,8,0,0,0,1324.57429,593.9838049,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.748593411,-0.684964081
"8098",8098,67450,5,"BAR","Dry",1,485,0,609.2340625,8,0,0,0,1324.57429,593.9838049,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.694687295,-0.672878632
"8099",8099,67450,6,"BAR","Dry",1,485,0,609.2340625,8,0,0,0,1324.57429,593.9838049,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.59758698,-0.640577261
"8103",8103,67500,4,"BAR","NotDet",2,485.62,0,609.278125,8,0,0,0,1357.907859,555.6362882,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.806531453,-0.722995514
"8104",8104,67500,5,"BAR","NotDet",2,485.62,0,609.278125,8,0,0,0,1357.907859,555.6362882,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.751090193,-0.711707296
"8105",8105,67500,6,"BAR","Dry",1,485.62,0,609.278125,8,0,0,0,1357.907859,555.6362882,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.660847931,-0.678336675
"8109",8109,67550,4,"BAR","NotDet",2,486.52,0,609.2979688,8,0,0,0,1339.203977,521.958741,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.799313973,-0.717717365
"8110",8110,67550,5,"BAR","NotDet",2,486.52,0,609.2979688,8,0,0,0,1339.203977,521.958741,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.71042957,-0.68331795
"8111",8111,67550,6,"BAR","Dry",1,486.52,0,609.2979688,8,0,0,0,1339.203977,521.958741,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.627859389,-0.652928353
"8115",8115,67600,4,"BAR","NotDet",2,486.71,0,609.3015625,7,0,0,0,1364.307765,479.7517777,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.816995929,-0.72666168
"8116",8116,67600,5,"BAR","NotDet",2,486.71,0,609.3015625,7,0,0,0,1364.307765,479.7517777,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.731559886,-0.692302859
"8117",8117,67600,6,"BAR","Dry",1,486.71,0,609.3015625,7,0,0,0,1364.307765,479.7517777,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.62301452,-0.651672699
"8121",8121,67650,4,"BAR","NotDet",2,486.56,0.01,609.305,7,0,0,0,1401.582061,457.477267,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.82403835,-0.729229051
"8122",8122,67650,5,"BAR","NotDet",2,486.56,0.01,609.305,7,0,0,0,1401.582061,457.477267,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.746029947,-0.701445976
"8123",8123,67650,6,"BAR","Dry",1,486.56,0.01,609.305,7,0,0,0,1401.582061,457.477267,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.632790048,-0.663341916
"8127",8127,67700,4,"BAR","NotDet",2,486.68,0.01,609.3053125,6,0,0,0,1424.973784,422.0261695,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.844710038,-0.745357828
"8128",8128,67700,5,"BAR","Dry",1,486.68,0.01,609.3053125,6,0,0,0,1424.973784,422.0261695,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.773553304,-0.720501704
"8129",8129,67700,6,"BAR","Dry",1,486.68,0.01,609.3053125,6,0,0,0,1424.973784,422.0261695,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.647116822,-0.679338076
"8133",8133,67750,4,"BAR","NotDet",2,486.19,0.01,609.31875,7,0,0,0,1433.57135,373.043882,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.819113908,-0.73899939
"8134",8134,67750,5,"BAR","NotDet",2,486.19,0.01,609.31875,7,0,0,0,1433.57135,373.043882,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.721852238,-0.700945845
"8135",8135,67750,6,"BAR","Dry",1,486.19,0.01,609.31875,7,0,0,0,1433.57135,373.043882,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.599616988,-0.654445155
"8139",8139,67800,4,"BAR","NotDet",2,485.87,0,609.358125,7,0,0,0,1398.262633,358.0217367,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.812815523,-0.725477322
"8140",8140,67800,5,"BAR","NotDet",2,485.87,0,609.358125,7,0,0,0,1398.262633,358.0217367,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.703674999,-0.683599408
"8141",8141,67800,6,"BAR","Dry",1,485.87,0,609.358125,7,0,0,0,1398.262633,358.0217367,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.562343449,-0.625829303
"8145",8145,67850,4,"BAR","NotDet",2,485.81,0,609.3690625,8,0,0,0,1385.960649,324.8123455,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.784938749,-0.704355652
"8146",8146,67850,5,"BAR","NotDet",2,485.81,0,609.3690625,8,0,0,0,1385.960649,324.8123455,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.682962674,-0.662098267
"8147",8147,67850,6,"BAR","Dry",1,485.81,0,609.3690625,8,0,0,0,1385.960649,324.8123455,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.535846839,-0.600642855
"8151",8151,67900,4,"BAR","NotDet",2,486.52,0,609.3714063,8,0,0,0,1371.868026,298.4290367,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.807135893,-0.714921525
"8152",8152,67900,5,"BAR","NotDet",2,486.52,0,609.3714063,8,0,0,0,1371.868026,298.4290367,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.691432287,-0.669508517
"8153",8153,67900,6,"BAR","Dry",1,486.52,0,609.3714063,8,0,0,0,1371.868026,298.4290367,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.566244054,-0.626401131
"8157",8157,67950,4,"BAR","NotDet",2,487.09,0.01,609.3973438,7,0,0,0,1397.204476,264.1370096,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.824878694,-0.726266218
"8158",8158,67950,5,"BAR","NotDet",2,487.09,0.01,609.3973438,7,0,0,0,1397.204476,264.1370096,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.709543149,-0.679612766
"8159",8159,67950,6,"BAR","Dry",1,487.09,0.01,609.3973438,7,0,0,0,1397.204476,264.1370096,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.592001879,-0.643611626
"8163",8163,68000,4,"BAR","NotDet",2,487.1,0.02,609.4001563,7,0,0,0,1435.986692,249.5244728,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.815449355,-0.722282958
"8164",8164,68000,5,"BAR","NotDet",2,487.1,0.02,609.4001563,7,0,0,0,1435.986692,249.5244728,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.716025086,-0.681610401
"8165",8165,68000,6,"BAR","Dry",1,487.1,0.02,609.4001563,7,0,0,0,1435.986692,249.5244728,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.594568297,-0.64523899
"8169",8169,68050,4,"BAR","Dry",1,486.76,0.01,609.4029688,6,0,0,0,1480.731867,223.1284759,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.809389565,-0.717402772
"8170",8170,68050,5,"BAR","NotDet",2,486.76,0.01,609.4029688,6,0,0,0,1480.731867,223.1284759,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.70363419,-0.675042169
"8171",8171,68050,6,"BAR","Dry",1,486.76,0.01,609.4029688,6,0,0,0,1480.731867,223.1284759,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.593647728,-0.641849889
"8175",8175,68100,4,"BAR","Dry",1,486.52,0,609.4129688,7,0,0,0,1523.133688,184.9861415,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.792972317,-0.714711638
"8176",8176,68100,5,"BAR","Dry",1,486.52,0,609.4129688,7,0,0,0,1523.133688,184.9861415,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.676738291,-0.669278893
"8177",8177,68100,6,"BAR","Dry",1,486.52,0,609.4129688,7,0,0,0,1523.133688,184.9861415,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.577547986,-0.636007311
"8181",8181,68150,4,"BAR","NotDet",2,486.63,0,609.5628125,7,0,0,0,1533.452637,139.0317386,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.8050006,-0.720777331
"8182",8182,68150,5,"BAR","NotDet",2,486.63,0,609.5628125,7,0,0,0,1533.452637,139.0317386,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.699047276,-0.681850243
"8183",8183,68150,6,"BAR","Dry",1,486.63,0,609.5628125,7,0,0,0,1533.452637,139.0317386,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.602614477,-0.648974062
"8187",8187,68200,4,"BAR","NotDet",2,486.31,0,609.5825,8,0,0,0,1551.694773,90.52079121,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.836810051,-0.742025887
"8188",8188,68200,5,"BAR","NotDet",2,486.31,0,609.5825,8,0,0,0,1551.694773,90.52079121,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.74547317,-0.712880977
"8189",8189,68200,6,"BAR","Dry",1,486.31,0,609.5825,8,0,0,0,1551.694773,90.52079121,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.653807853,-0.680431243
"8193",8193,68250,4,"BAR","NotDet",2,485.98,0,609.5860938,7,0,0,0,0,0,1,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.823747916,-0.737566846
"8194",8194,68250,5,"BAR","NotDet",2,485.98,0,609.5860938,7,0,0,0,0,0,1,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.746476372,-0.717415431
"8195",8195,68250,6,"BAR","Dry",1,485.98,0,609.5860938,7,0,0,0,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.657707832,-0.683476812
"8199",8199,68300,4,"BAR","NotDet",2,486.34,0,609.599375,11,0,0,0,0,0,1,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.80676225,-0.73139882
"8200",8200,68300,5,"BAR","NotDet",2,486.34,0,609.599375,11,0,0,0,0,0,1,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.729721506,-0.7085143
"8201",8201,68300,6,"BAR","Dry",1,486.34,0,609.599375,11,0,0,0,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.629414779,-0.666616868
"8205",8205,68350,4,"BAR","Dry",1,485.25,0,609.6060938,10,0,0,0,52.98608481,910.7611799,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.800097462,-0.722593018
"8206",8206,68350,5,"BAR","NotDet",2,485.25,0,609.6060938,10,0,0,0,52.98608481,910.7611799,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.731689442,-0.7066786
"8207",8207,68350,6,"BAR","Dry",1,485.25,0,609.6060938,10,0,0,0,52.98608481,910.7611799,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.617249887,-0.662609749
"8211",8211,68400,4,"BAR","Dry",1,483.96,0,609.805625,11,0,0,0,101.7417275,878.5257452,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.818327888,-0.730259001
"8212",8212,68400,5,"BAR","NotDet",2,483.96,0,609.805625,11,0,0,0,101.7417275,878.5257452,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.731193827,-0.701096323
"8213",8213,68400,6,"BAR","Dry",1,483.96,0,609.805625,11,0,0,0,101.7417275,878.5257452,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.596284504,-0.649377702
"8217",8217,68450,4,"BAR","Dry",1,484.92,0,609.80625,8,0,0,0,147.8599155,836.3536888,0,15,0,0,0,0.555555556,0,0,0.444444444,134.366,48.93342858,441.95,5.7,0,0.794867596,-0.725255209
"8218",8218,68450,5,"BAR","NotDet",2,484.92,0,609.80625,8,0,0,0,147.8599155,836.3536888,0,15,0,0,0,0.555555556,0,0,0.444444444,25.654,15.70013972,441.81,5.54,0,0.679184887,-0.679872806
"8219",8219,68450,6,"BAR","Dry",1,484.92,0,609.80625,8,0,0,0,147.8599155,836.3536888,0,15,0,0,0,0.555555556,0,0,0.444444444,77.978,5.041834104,441.84,5.57,-0.01,0.566826673,-0.63564478
"8223",8223,68500,4,"BAR","Dry",1,486.58,0.01,609.8067188,6,0,0,0,195.2261602,793.3807802,0,41,0,0,0,0.444444444,0,0,0.555555556,134.366,48.93342858,441.95,5.7,0,0.685293363,-0.665944269
"8224",8224,68500,5,"BAR","Dry",1,486.58,0.01,609.8067188,6,0,0,0,195.2261602,793.3807802,0,41,0,0,0,0.444444444,0,0,0.555555556,25.654,15.70013972,441.81,5.54,0,0.572929134,-0.619528915
"8225",8225,68500,6,"BAR","Dry",1,486.58,0.01,609.8067188,6,0,0,0,195.2261602,793.3807802,0,41,0,0,0,0.444444444,0,0,0.555555556,77.978,5.041834104,441.84,5.57,-0.01,0.505818469,-0.596040489
"8229",8229,68550,4,"BAR","Dry",1,486.63,0,609.8292188,6,0,0,0,244.2838941,758.2485245,0,15,0,0,0,0.777777778,0,0,0.222222222,134.366,48.93342858,441.95,5.7,0,0.678866945,-0.655055554
"8230",8230,68550,5,"BAR","Dry",1,486.63,0,609.8292188,6,0,0,0,244.2838941,758.2485245,0,15,0,0,0,0.777777778,0,0,0.222222222,25.654,15.70013972,441.81,5.54,0,0.587797025,-0.624214556
"8231",8231,68550,6,"BAR","Dry",1,486.63,0,609.8292188,6,0,0,0,244.2838941,758.2485245,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.541749682,-0.611398639
"8235",8235,68600,4,"BAR","NotDet",2,486.14,0,609.8342188,6,0,0,0,290.1377114,742.1913082,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.746604055,-0.695757102
"8236",8236,68600,5,"BAR","NotDet",2,486.14,0,609.8342188,6,0,0,0,290.1377114,742.1913082,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.62237268,-0.658464739
"8237",8237,68600,6,"BAR","Dry",1,486.14,0,609.8342188,6,0,0,0,290.1377114,742.1913082,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.580850291,-0.640279023
"8241",8241,68650,4,"BAR","Wet",4,485.6,0,609.8623438,7,0,0,0,339.8114811,712.2206881,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.791014149,-0.724794381
"8242",8242,68650,5,"BAR","Dry",1,485.6,0,609.8623438,7,0,0,0,339.8114811,712.2206881,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.654474686,-0.68605878
"8243",8243,68650,6,"BAR","Dry",1,485.6,0,609.8623438,7,0,0,0,339.8114811,712.2206881,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.588401026,-0.652436063
"8247",8247,68700,4,"BAR","Wet",4,485.9,0,609.8865625,8,0,0,0,386.0302222,672.7527639,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.784907719,-0.711481579
"8248",8248,68700,5,"BAR","Dry",1,485.9,0,609.8865625,8,0,0,0,386.0302222,672.7527639,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.660319856,-0.679850928
"8249",8249,68700,6,"BAR","Dry",1,485.9,0,609.8865625,8,0,0,0,386.0302222,672.7527639,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.590159545,-0.651835221
"8253",8253,68750,4,"BAR","Wet",4,486.06,0,609.889375,13,0,0,0,424.3652587,626.3061863,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.777314034,-0.697085825
"8254",8254,68750,5,"BAR","Dry",1,486.06,0,609.889375,13,0,0,0,424.3652587,626.3061863,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.657793081,-0.660791231
"8255",8255,68750,6,"BAR","Dry",1,486.06,0,609.889375,13,0,0,0,424.3652587,626.3061863,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.587832244,-0.636142352
"8259",8259,68800,4,"BAR","Wet",4,485.73,0,609.9023438,12,0,0,0,460.5285801,577.9132946,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.781251041,-0.706387208
"8260",8260,68800,5,"BAR","Dry",1,485.73,0,609.9023438,12,0,0,0,460.5285801,577.9132946,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.680245273,-0.669761733
"8261",8261,68800,6,"BAR","Dry",1,485.73,0,609.9023438,12,0,0,0,460.5285801,577.9132946,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.591615206,-0.633417644
"8265",8265,68850,4,"BAR","Dry",1,485.46,0,614.5442188,11,0,0,0,505.9308803,533.4133403,0,15,0,0,0.125,0.875,0,0,0,134.366,48.93342858,441.95,5.7,0,0.813628059,-0.722060713
"8266",8266,68850,5,"BAR","Dry",1,485.46,0,614.5442188,11,0,0,0,505.9308803,533.4133403,0,15,0,0,0.125,0.875,0,0,0,25.654,15.70013972,441.81,5.54,0,0.759127734,-0.712019245
"8267",8267,68850,6,"BAR","Dry",1,485.46,0,614.5442188,11,0,0,0,505.9308803,533.4133403,0,15,0,0,0.125,0.875,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.66991079,-0.680585645
"8271",8271,68900,4,"BAR","Dry",1,485.53,0,614.5575,8,0,0,0,554.3987687,494.2891363,0,15,0,0,0,0.75,0.25,0,0,134.366,48.93342858,441.95,5.7,0,0.835507937,-0.738151598
"8272",8272,68900,5,"BAR","Dry",1,485.53,0,614.5575,8,0,0,0,554.3987687,494.2891363,0,15,0,0,0,0.75,0.25,0,0,25.654,15.70013972,441.81,5.54,0,0.798748278,-0.742286178
"8273",8273,68900,6,"BAR","Dry",1,485.53,0,614.5575,8,0,0,0,554.3987687,494.2891363,0,15,0,0,0,0.75,0.25,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.701328901,-0.707309471
"8277",8277,68950,4,"BAR","Wet",4,485.41,0,614.55875,6,0,0,0,603.7276597,459.8741474,0,21,0,0,0,0.444444444,0.555555556,0,0,134.366,48.93342858,441.95,5.7,0,0.817953108,-0.736372706
"8278",8278,68950,5,"BAR","Wet",4,485.41,0,614.55875,6,0,0,0,603.7276597,459.8741474,0,21,0,0,0,0.444444444,0.555555556,0,0,25.654,15.70013972,441.81,5.54,0,0.805189607,-0.760726469
"8279",8279,68950,6,"BAR","Dry",1,485.41,0,614.55875,6,0,0,0,603.7276597,459.8741474,0,21,0,0,0,0.444444444,0.555555556,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.70931858,-0.71419498
"8283",8283,69000,4,"BAR","Wet",4,485.12,0,614.604375,6,0,0,0,653.5981175,433.8132972,0,15,0,0,0,0.777777778,0.222222222,0,0,134.366,48.93342858,441.95,5.7,0,0.782923161,-0.70802465
"8284",8284,69000,5,"BAR","Dry",1,485.12,0,614.604375,6,0,0,0,653.5981175,433.8132972,0,15,0,0,0,0.777777778,0.222222222,0,0,25.654,15.70013972,441.81,5.54,0,0.72127175,-0.703449524
"8285",8285,69000,6,"BAR","Dry",1,485.12,0,614.604375,6,0,0,0,653.5981175,433.8132972,0,15,0,0,0,0.777777778,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.624703194,-0.659357967
"8289",8289,69050,4,"BAR","Dry",1,485.48,0,614.6070313,6,0,0,0,703.4989446,416.4397323,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.769467093,-0.686356243
"8290",8290,69050,5,"BAR","Dry",1,485.48,0,614.6070313,6,0,0,0,703.4989446,416.4397323,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.674941349,-0.663744043
"8291",8291,69050,6,"BAR","Dry",1,485.48,0,614.6070313,6,0,0,0,703.4989446,416.4397323,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.555240292,-0.619105452
"8295",8295,69100,4,"BAR","Wet",4,486.09,0,614.6121875,6,0,0,0,750.0464825,412.3823861,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.797352005,-0.708302292
"8296",8296,69100,5,"BAR","Dry",1,486.09,0,614.6121875,6,0,0,0,750.0464825,412.3823861,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.686046676,-0.679357497
"8297",8297,69100,6,"BAR","Dry",1,486.09,0,614.6121875,6,0,0,0,750.0464825,412.3823861,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.587509406,-0.639235674
"8301",8301,69150,4,"BAR","Dry",1,486.56,0.02,614.6134375,7,0,0,0,764.5170769,455.8608955,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.846506426,-0.744527435
"8302",8302,69150,5,"BAR","Dry",1,486.56,0.02,614.6134375,7,0,0,0,764.5170769,455.8608955,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.770599347,-0.729385655
"8303",8303,69150,6,"BAR","Dry",1,486.56,0.02,614.6134375,7,0,0,0,764.5170769,455.8608955,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.677065293,-0.69430585
"8307",8307,69200,4,"BAR","Dry",1,486.06,0.02,623.2503125,9,0,0,0,813.0302427,456.0136219,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.830435106,-0.732326384
"8308",8308,69200,5,"BAR","Dry",1,486.06,0.02,623.2503125,9,0,0,0,813.0302427,456.0136219,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.749924809,-0.718684272
"8309",8309,69200,6,"BAR","Dry",1,486.06,0.02,623.2503125,9,0,0,0,813.0302427,456.0136219,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.678925402,-0.691481424
"8313",8313,69250,4,"BAR","Dry",1,484.67,0,623.2514063,8,0,0,0,863.0142217,456.7561117,0,15,0,0,0,0.875,0,0,0.125,134.366,48.93342858,441.95,5.7,0,0.831429019,-0.730549955
"8314",8314,69250,5,"BAR","Dry",1,484.67,0,623.2514063,8,0,0,0,863.0142217,456.7561117,0,15,0,0,0,0.875,0,0,0.125,25.654,15.70013972,441.81,5.54,0,0.765984704,-0.724901511
"8315",8315,69250,6,"BAR","Dry",1,484.67,0,623.2514063,8,0,0,0,863.0142217,456.7561117,0,15,0,0,0,0.875,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01,0.692367765,-0.691913637
"8319",8319,69300,4,"BAR","NotDet",2,484.65,0,623.2521875,6,0,0,0,912.9688922,462.0861185,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.826201633,-0.723436698
"8320",8320,69300,5,"BAR","Dry",1,484.65,0,623.2521875,6,0,0,0,912.9688922,462.0861185,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.729666209,-0.70736188
"8321",8321,69300,6,"BAR","Dry",1,484.65,0,623.2521875,6,0,0,0,912.9688922,462.0861185,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.71269077,-0.69398118
"8325",8325,69350,4,"BAR","NotDet",2,484.52,0,623.2529688,10,0,0,0,953.9984182,446.4167323,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.798770491,-0.702177761
"8326",8326,69350,5,"BAR","Wet",4,484.52,0,623.2529688,10,0,0,0,953.9984182,446.4167323,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.66142105,-0.669547214
"8327",8327,69350,6,"BAR","Dry",1,484.52,0,623.2529688,10,0,0,0,953.9984182,446.4167323,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.703459138,-0.680267524
"8331",8331,69400,4,"BAR","Wet",4,484.91,0,624.0548438,15,0,0,0,1002.355449,467.2007597,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.808180373,-0.704268751
"8332",8332,69400,5,"BAR","Wet",4,484.91,0,624.0548438,15,0,0,0,1002.355449,467.2007597,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.653884897,-0.664463335
"8333",8333,69400,6,"BAR","Wet",4,484.91,0,624.0548438,15,0,0,0,1002.355449,467.2007597,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.70042858,-0.679519629
"8337",8337,69450,4,"BAR","Wet",4,485.73,0,624.0698438,11,0,0,0,1051.033824,481.0418914,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.80375158,-0.707127003
"8338",8338,69450,5,"BAR","Wet",4,485.73,0,624.0698438,11,0,0,0,1051.033824,481.0418914,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.663422835,-0.668360672
"8339",8339,69450,6,"BAR","Wet",4,485.73,0,624.0698438,11,0,0,0,1051.033824,481.0418914,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.697799901,-0.680099438
"8343",8343,69500,4,"BAR","Wet",4,484.96,0,624.1217188,8,0,0,0,1049.770739,441.5479022,0,15,0,0,0,0.875,0.125,0,0,134.366,48.93342858,441.95,5.7,0,0.819985063,-0.719699165
"8344",8344,69500,5,"BAR","Wet",4,484.96,0,624.1217188,8,0,0,0,1049.770739,441.5479022,0,15,0,0,0,0.875,0.125,0,0,25.654,15.70013972,441.81,5.54,0,0.699824128,-0.692545656
"8345",8345,69500,6,"BAR","NotDet",2,484.96,0,624.1217188,8,0,0,0,1049.770739,441.5479022,0,15,0,0,0,0.875,0.125,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.728526282,-0.702905381
"8349",8349,69550,4,"BAR","NotDet",2,484.04,0,624.1303125,8,0,0,0,1040.511169,394.19865,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0,0.777941774,-0.699825071
