"","Units","dates","elev_mean","Dist_fromLast","Dist_toNext","contr_max_km2","PSndvi_mean","PSndwi_mean"
"267",1000,"2022-09-05",762.375,NA,3344.981542,0.48546875,0.49,-0.58
"268",1000,"2022-06-28",762.375,NA,3344.981542,0.48546875,0.732935714,-0.695354809
"269",1000,"2022-04-27",762.375,NA,3344.981542,0.48546875,NA,NA
"270",1000,"2022-07-11",762.375,NA,3344.981542,0.48546875,0.687484805719325,-0.671081392679402
"271",1000,"2022-07-22",762.375,NA,3344.981542,0.48546875,NA,NA
"272",1000,"2022-08-20",762.375,NA,3344.981542,0.48546875,NA,NA
"273",1000,"2022-10-04",762.375,NA,3344.981542,0.48546875,0.415567259948263,-0.534366332700973
"274",1050,"2022-10-29",761.5,NA,3312.363278,0.488125,NA,NA
"275",1050,"2022-04-27",761.5,NA,3312.363278,0.488125,NA,NA
"276",1050,"2022-08-27",761.5,NA,3312.363278,0.488125,NA,NA
"277",1050,"2022-07-22",761.5,NA,3312.363278,0.488125,NA,NA
"278",1050,"2022-05-23",761.5,NA,3312.363278,0.488125,NA,NA
"279",1050,"2022-06-28",761.5,NA,3312.363278,0.488125,0.742739626,-0.703308544
"280",1050,"2022-08-11",761.5,NA,3312.363278,0.488125,NA,NA
"281",1050,"2022-07-11",761.5,NA,3312.363278,0.488125,0.691550044218699,-0.678426851445471
"282",1050,"2022-09-20",761.5,NA,3312.363278,0.488125,NA,NA
"283",1050,"2022-08-20",761.5,NA,3312.363278,0.488125,NA,NA
"284",1050,"2022-12-07",761.5,NA,3312.363278,0.488125,NA,NA
"285",1050,"2022-10-04",761.5,NA,3312.363278,0.488125,0.419860824304504,-0.540816690932293
"286",1050,"2022-09-05",761.5,NA,3312.363278,0.488125,0.5,-0.59
"287",1100,"2022-06-28",760.1111111,NA,3280.182777,0.5040625,0.739724928,-0.703593151
"288",1100,"2022-07-11",760.1111111,NA,3280.182777,0.5040625,0.681957965471692,-0.674995279423155
"289",1100,"2022-10-29",760.1111111,NA,3280.182777,0.5040625,NA,NA
"290",1100,"2022-08-20",760.1111111,NA,3280.182777,0.5040625,NA,NA
"291",1100,"2022-04-27",760.1111111,NA,3280.182777,0.5040625,NA,NA
"292",1100,"2022-10-04",760.1111111,NA,3280.182777,0.5040625,0.423267852090582,-0.540934556986712
"293",1100,"2022-07-22",760.1111111,NA,3280.182777,0.5040625,NA,NA
"294",1100,"2022-09-20",760.1111111,NA,3280.182777,0.5040625,NA,NA
"295",1100,"2022-08-27",760.1111111,NA,3280.182777,0.5040625,NA,NA
"296",1100,"2022-12-07",760.1111111,NA,3280.182777,0.5040625,NA,NA
"297",1100,"2022-05-23",760.1111111,NA,3280.182777,0.5040625,NA,NA
"298",1100,"2022-09-05",760.1111111,NA,3280.182777,0.5040625,0.5,-0.59
"299",1100,"2022-08-11",760.1111111,NA,3280.182777,0.5040625,NA,NA
"300",1150,"2022-10-29",759.125,NA,3248.45305,0.5371875,NA,NA
"301",1150,"2022-08-27",759.125,NA,3248.45305,0.5371875,NA,NA
"302",1150,"2022-04-27",759.125,NA,3248.45305,0.5371875,NA,NA
"303",1150,"2022-05-23",759.125,NA,3248.45305,0.5371875,NA,NA
"304",1150,"2022-09-05",759.125,NA,3248.45305,0.5371875,0.49,-0.59
"305",1150,"2022-08-20",759.125,NA,3248.45305,0.5371875,NA,NA
"306",1150,"2022-06-28",759.125,NA,3248.45305,0.5371875,0.735925634,-0.702150112
"307",1150,"2022-10-04",759.125,NA,3248.45305,0.5371875,0.425299555475607,-0.541316864700437
"308",1150,"2022-09-20",759.125,NA,3248.45305,0.5371875,NA,NA
"309",1150,"2022-07-11",759.125,NA,3248.45305,0.5371875,0.67782627999434,-0.672656840608831
"310",1150,"2022-12-07",759.125,NA,3248.45305,0.5371875,NA,NA
"311",1150,"2022-08-11",759.125,NA,3248.45305,0.5371875,NA,NA
"312",1150,"2022-07-22",759.125,NA,3248.45305,0.5371875,NA,NA
"313",1200,"2022-08-20",758,NA,3217.187434,0.53953125,NA,NA
"314",1200,"2022-09-20",758,NA,3217.187434,0.53953125,NA,NA
"315",1200,"2022-08-27",758,NA,3217.187434,0.53953125,NA,NA
"316",1200,"2022-10-29",758,NA,3217.187434,0.53953125,NA,NA
"317",1200,"2022-06-28",758,NA,3217.187434,0.53953125,0.739636095,-0.703380574
"318",1200,"2022-07-22",758,NA,3217.187434,0.53953125,NA,NA
"319",1200,"2022-12-07",758,NA,3217.187434,0.53953125,NA,NA
"320",1200,"2022-07-11",758,NA,3217.187434,0.53953125,0.682077035620496,-0.677130256360505
"321",1200,"2022-04-27",758,NA,3217.187434,0.53953125,NA,NA
"322",1200,"2022-05-23",758,NA,3217.187434,0.53953125,NA,NA
"323",1200,"2022-08-11",758,NA,3217.187434,0.53953125,NA,NA
"324",1200,"2022-09-05",758,NA,3217.187434,0.53953125,0.49,-0.59
"325",1200,"2022-10-04",758,NA,3217.187434,0.53953125,0.425301440907012,-0.538911240158714
"326",1250,"2022-08-11",757.125,NA,3175.734279,0.5596875,NA,NA
"327",1250,"2022-06-28",757.125,NA,3175.734279,0.5596875,0.737694178,-0.702474044
"328",1250,"2022-08-27",757.125,NA,3175.734279,0.5596875,NA,NA
"329",1250,"2022-07-22",757.125,NA,3175.734279,0.5596875,NA,NA
"330",1250,"2022-10-29",757.125,NA,3175.734279,0.5596875,0.422051148,-0.517869489
"331",1250,"2022-09-20",757.125,NA,3175.734279,0.5596875,NA,NA
"332",1250,"2022-04-27",757.125,NA,3175.734279,0.5596875,NA,NA
"333",1250,"2022-05-23",757.125,NA,3175.734279,0.5596875,0.869045572,-0.808209355
"334",1250,"2022-12-07",757.125,NA,3175.734279,0.5596875,NA,NA
"335",1250,"2022-08-20",757.125,NA,3175.734279,0.5596875,NA,NA
