"","Units","date","elev_mean","Dist_fromLast","Dist_toNext","contr_max_km2","SENTmndwi_mean"
"8339",34700,"05/10/2022",553.8888889,2664.210908,2283.164189,260.51,-0.365850082
"8340",34700,"20/09/2022",553.8888889,2664.210908,2283.164189,260.51,-0.361339942
"8341",34750,"11/08/2022",554.375,2707.272903,2237.376526,260.510625,-0.352736519
"8342",34750,"12/07/2022",554.375,2707.272903,2237.376526,260.510625,-0.33104565
"8343",34750,"27/06/2022",554.375,2707.272903,2237.376526,260.510625,-0.295031774416566
"8344",34750,"21/08/2022",554.375,2707.272903,2237.376526,260.510625,-0.359078527
"8345",34750,"30/10/2022",554.375,2707.272903,2237.376526,260.510625,-0.364023714
"8346",34750,"22/07/2022",554.375,2707.272903,2237.376526,260.510625,-0.348466329
"8347",34750,"05/10/2022",554.375,2707.272903,2237.376526,260.510625,-0.374951495
"8348",34750,"01/08/2022",554.375,2707.272903,2237.376526,260.510625,-0.354436599
"8349",34750,"05/09/2022",554.375,2707.272903,2237.376526,260.510625,-0.362186712
"8350",34750,"31/08/2022",554.375,2707.272903,2237.376526,260.510625,-0.352322301
"8351",34750,"20/09/2022",554.375,2707.272903,2237.376526,260.510625,-0.368086284
"8352",34750,"23/05/2022",554.375,2707.272903,2237.376526,260.510625,-0.255976734
"8353",34800,"12/07/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.342527996
"8354",34800,"27/06/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.306514233350754
"8355",34800,"11/08/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.363617066
"8356",34800,"21/08/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.370367181
"8357",34800,"23/05/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.261016732
"8358",34800,"01/08/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.366877946
"8359",34800,"05/09/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.375003089
"8360",34800,"20/09/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.378994116
"8361",34800,"22/07/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.361828858
"8362",34800,"30/10/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.373677243
"8363",34800,"05/10/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.386140634
"8364",34800,"31/08/2022",555.1111111,2757.252915,2194.065839,260.516875,-0.362784019
"8365",34850,"21/08/2022",555.375,2807.243037,2151.941961,263.9079688,-0.369350437
"8366",34850,"12/07/2022",555.375,2807.243037,2151.941961,263.9079688,-0.341965063
"8367",34850,"27/06/2022",555.375,2807.243037,2151.941961,263.9079688,-0.310388308390975
"8368",34850,"23/05/2022",555.375,2807.243037,2151.941961,263.9079688,-0.260378359
"8369",34850,"11/08/2022",555.375,2807.243037,2151.941961,263.9079688,-0.363595313
"8370",34850,"05/10/2022",555.375,2807.243037,2151.941961,263.9079688,-0.384877517
"8371",34850,"22/07/2022",555.375,2807.243037,2151.941961,263.9079688,-0.361700746
"8372",34850,"31/08/2022",555.375,2807.243037,2151.941961,263.9079688,-0.361428871
"8373",34850,"05/09/2022",555.375,2807.243037,2151.941961,263.9079688,-0.375137338
"8374",34850,"20/09/2022",555.375,2807.243037,2151.941961,263.9079688,-0.378055448
"8375",34850,"01/08/2022",555.375,2807.243037,2151.941961,263.9079688,-0.365904005
"8376",34850,"30/10/2022",555.375,2807.243037,2151.941961,263.9079688,-0.365895781
"8377",34900,"27/06/2022",555.875,2857.228462,2110.280847,269.00875,-0.298019935305302
"8378",34900,"11/08/2022",555.875,2857.228462,2110.280847,269.00875,-0.348834437
"8379",34900,"12/07/2022",555.875,2857.228462,2110.280847,269.00875,-0.327367294
"8380",34900,"21/08/2022",555.875,2857.228462,2110.280847,269.00875,-0.354491294
"8381",34900,"30/10/2022",555.875,2857.228462,2110.280847,269.00875,-0.343262426
"8382",34900,"23/05/2022",555.875,2857.228462,2110.280847,269.00875,-0.25734548
"8383",34900,"20/09/2022",555.875,2857.228462,2110.280847,269.00875,-0.365269569
"8384",34900,"31/08/2022",555.875,2857.228462,2110.280847,269.00875,-0.34663984
"8385",34900,"05/09/2022",555.875,2857.228462,2110.280847,269.00875,-0.360541078
"8386",34900,"22/07/2022",555.875,2857.228462,2110.280847,269.00875,-0.345939235
"8387",34900,"01/08/2022",555.875,2857.228462,2110.280847,269.00875,-0.351271553
"8388",34900,"05/10/2022",555.875,2857.228462,2110.280847,269.00875,-0.373861773
"8389",34950,"22/07/2022",555,2907.161371,2069.687506,269.0465625,-0.343025889
"8390",34950,"11/08/2022",555,2907.161371,2069.687506,269.0465625,-0.348062578
"8391",34950,"12/07/2022",555,2907.161371,2069.687506,269.0465625,-0.323466009
"8392",34950,"20/09/2022",555,2907.161371,2069.687506,269.0465625,-0.36491813
"8393",34950,"23/05/2022",555,2907.161371,2069.687506,269.0465625,-0.263795893
"8394",34950,"21/08/2022",555,2907.161371,2069.687506,269.0465625,-0.353597658
"8395",34950,"05/10/2022",555,2907.161371,2069.687506,269.0465625,-0.373414026
"8396",34950,"01/08/2022",555,2907.161371,2069.687506,269.0465625,-0.349264512
"8397",34950,"30/10/2022",555,2907.161371,2069.687506,269.0465625,-0.350229627
"8398",34950,"27/06/2022",555,2907.161371,2069.687506,269.0465625,-0.293748847462914
"8399",34950,"05/09/2022",555,2907.161371,2069.687506,269.0465625,-0.360697908
"8400",34950,"31/08/2022",555,2907.161371,2069.687506,269.0465625,-0.347490677
"8401",35000,"20/09/2022",554.125,2956.701316,2032.047367,269.05125,-0.360954268
"8402",35000,"01/08/2022",554.125,2956.701316,2032.047367,269.05125,-0.34148516
"8403",35000,"12/07/2022",554.125,2956.701316,2032.047367,269.05125,-0.319081098
"8404",35000,"05/09/2022",554.125,2956.701316,2032.047367,269.05125,-0.35486708
"8405",35000,"11/08/2022",554.125,2956.701316,2032.047367,269.05125,-0.342545186
"8406",35000,"27/06/2022",554.125,2956.701316,2032.047367,269.05125,-0.292630531176736
"8407",35000,"30/10/2022",554.125,2956.701316,2032.047367,269.05125,-0.355056927
"8408",35000,"22/07/2022",554.125,2956.701316,2032.047367,269.05125,-0.337015783
"8409",35000,"21/08/2022",554.125,2956.701316,2032.047367,269.05125,-0.348125365
"8410",35000,"31/08/2022",554.125,2956.701316,2032.047367,269.05125,-0.342951597
"8411",35000,"23/05/2022",554.125,2956.701316,2032.047367,269.05125,-0.264371558
"8412",35000,"05/10/2022",554.125,2956.701316,2032.047367,269.05125,-0.368543401
"8413",35050,"21/08/2022",553,3006.009073,1996.329461,269.0678125,-0.349045731
"8414",35050,"12/07/2022",553,3006.009073,1996.329461,269.0678125,-0.311901688
"8415",35050,"22/07/2022",553,3006.009073,1996.329461,269.0678125,-0.331814481
"8416",35050,"05/09/2022",553,3006.009073,1996.329461,269.0678125,-0.352966025
"8417",35050,"20/09/2022",553,3006.009073,1996.329461,269.0678125,-0.364827739
"8418",35050,"01/08/2022",553,3006.009073,1996.329461,269.0678125,-0.340015304
"8419",35050,"11/08/2022",553,3006.009073,1996.329461,269.0678125,-0.339847567
"8420",35050,"30/10/2022",553,3006.009073,1996.329461,269.0678125,-0.36275742
"8421",35050,"31/08/2022",553,3006.009073,1996.329461,269.0678125,-0.343059805
"8422",35050,"05/10/2022",553,3006.009073,1996.329461,269.0678125,-0.369605732
"8423",35050,"23/05/2022",553,3006.009073,1996.329461,269.0678125,-0.25846732
"8424",35050,"27/06/2022",553,3006.009073,1996.329461,269.0678125,-0.285838160377282
"8425",35100,"27/06/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.276928413945895
"8426",35100,"20/09/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.366070076
"8427",35100,"01/08/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.332061654
"8428",35100,"21/08/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.34582693
"8429",35100,"23/05/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.25757976
"8430",35100,"30/10/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.36767122
"8431",35100,"05/10/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.371758528
"8432",35100,"12/07/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.300844703
"8433",35100,"22/07/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.321421051
"8434",35100,"11/08/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.334370775
"8435",35100,"05/09/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.351874843
"8436",35100,"31/08/2022",553.5714286,3054.984238,1962.694651,269.0748438,-0.340960082
"8437",35150,"05/10/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.370727534
"8438",35150,"27/06/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.277362348724015
"8439",35150,"30/10/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.362483237
"8440",35150,"23/05/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.262928246
"8441",35150,"21/08/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.346270253
"8442",35150,"11/08/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.335291206
"8443",35150,"20/09/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.364761565
"8444",35150,"12/07/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.301805186
"8445",35150,"22/07/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.320829714
"8446",35150,"05/09/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.35125039
"8447",35150,"01/08/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.334032171
"8448",35150,"31/08/2022",553.5833333,3079.276128,1932.587103,269.2276563,-0.340453299
"8449",35200,"30/10/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.361268432
"8450",35200,"23/05/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.272234143
"8451",35200,"20/09/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.368021074
"8452",35200,"27/06/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.297246423096229
"8453",35200,"12/07/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.321124212
"8454",35200,"01/08/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.349062139
"8455",35200,"21/08/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.356495648
"8456",35200,"11/08/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.347811806
"8457",35200,"31/08/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.347989605
"8458",35200,"22/07/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.340144508
"8459",35200,"05/09/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.359451607
"8460",35200,"05/10/2022",552.8888889,3083.733622,1901.40739,269.2451563,-0.374500203
"8461",35250,"27/06/2022",552.75,3125.164981,1854.570262,269.246875,-0.290880690475828
"8462",35250,"11/08/2022",552.75,3125.164981,1854.570262,269.246875,-0.351889397
"8463",35250,"23/05/2022",552.75,3125.164981,1854.570262,269.246875,-0.263226592
"8464",35250,"01/08/2022",552.75,3125.164981,1854.570262,269.246875,-0.353883887
"8465",35250,"21/08/2022",552.75,3125.164981,1854.570262,269.246875,-0.364453064
"8466",35250,"05/10/2022",552.75,3125.164981,1854.570262,269.246875,-0.384168159
"8467",35250,"12/07/2022",552.75,3125.164981,1854.570262,269.246875,-0.322346626
"8468",35250,"30/10/2022",552.75,3125.164981,1854.570262,269.246875,-0.369682845
"8469",35250,"20/09/2022",552.75,3125.164981,1854.570262,269.246875,-0.376322453
"8470",35250,"05/09/2022",552.75,3125.164981,1854.570262,269.246875,-0.370249353
"8471",35250,"31/08/2022",552.75,3125.164981,1854.570262,269.246875,-0.35552733
"8472",35250,"22/07/2022",552.75,3125.164981,1854.570262,269.246875,-0.343960271
"8473",35300,"21/08/2022",553.125,3171.455606,1811.290975,269.2489063,-0.362048946
"8474",35300,"11/08/2022",553.125,3171.455606,1811.290975,269.2489063,-0.347410774
"8475",35300,"23/05/2022",553.125,3171.455606,1811.290975,269.2489063,-0.258672697
"8476",35300,"05/10/2022",553.125,3171.455606,1811.290975,269.2489063,-0.382976102
"8477",35300,"20/09/2022",553.125,3171.455606,1811.290975,269.2489063,-0.37620667
"8478",35300,"22/07/2022",553.125,3171.455606,1811.290975,269.2489063,-0.341814894
"8479",35300,"31/08/2022",553.125,3171.455606,1811.290975,269.2489063,-0.352829639
"8480",35300,"27/06/2022",553.125,3171.455606,1811.290975,269.2489063,-0.29022110300728
"8481",35300,"30/10/2022",553.125,3171.455606,1811.290975,269.2489063,-0.373292788
"8482",35300,"12/07/2022",553.125,3171.455606,1811.290975,269.2489063,-0.32173531
"8483",35300,"01/08/2022",553.125,3171.455606,1811.290975,269.2489063,-0.349138006
"8484",35300,"05/09/2022",553.125,3171.455606,1811.290975,269.2489063,-0.367261758
"8485",35350,"21/08/2022",554,3170.894558,1786.114286,269.2995313,-0.358496772
"8486",35350,"27/06/2022",554,3170.894558,1786.114286,269.2995313,-0.291547207114024
"8487",35350,"01/08/2022",554,3170.894558,1786.114286,269.2995313,-0.350051851
"8488",35350,"05/09/2022",554,3170.894558,1786.114286,269.2995313,-0.362865103
"8489",35350,"23/05/2022",554,3170.894558,1786.114286,269.2995313,-0.257276336
"8490",35350,"31/08/2022",554,3170.894558,1786.114286,269.2995313,-0.350586773
"8491",35350,"30/10/2022",554,3170.894558,1786.114286,269.2995313,-0.372813038
"8492",35350,"12/07/2022",554,3170.894558,1786.114286,269.2995313,-0.324404262
"8493",35350,"22/07/2022",554,3170.894558,1786.114286,269.2995313,-0.343875994
"8494",35350,"11/08/2022",554,3170.894558,1786.114286,269.2995313,-0.346997547
"8495",35350,"05/10/2022",554,3170.894558,1786.114286,269.2995313,-0.379958032
"8496",35350,"20/09/2022",554,3170.894558,1786.114286,269.2995313,-0.373094155
"8497",35400,"21/08/2022",556.5,3177.934883,1760.611415,269.3010938,-0.361430322
"8498",35400,"23/05/2022",556.5,3177.934883,1760.611415,269.3010938,-0.258292871
"8499",35400,"12/07/2022",556.5,3177.934883,1760.611415,269.3010938,-0.329106726
"8500",35400,"22/07/2022",556.5,3177.934883,1760.611415,269.3010938,-0.348343373
"8501",35400,"31/08/2022",556.5,3177.934883,1760.611415,269.3010938,-0.354212739
"8502",35400,"27/06/2022",556.5,3177.934883,1760.611415,269.3010938,-0.300551330431914
"8503",35400,"30/10/2022",556.5,3177.934883,1760.611415,269.3010938,-0.374649551
"8504",35400,"20/09/2022",556.5,3177.934883,1760.611415,269.3010938,-0.376679652
"8505",35400,"11/08/2022",556.5,3177.934883,1760.611415,269.3010938,-0.351563958
"8506",35400,"01/08/2022",556.5,3177.934883,1760.611415,269.3010938,-0.355550125
"8507",35400,"05/09/2022",556.5,3177.934883,1760.611415,269.3010938,-0.364206301
"8508",35400,"05/10/2022",556.5,3177.934883,1760.611415,269.3010938,-0.380709219
"8509",35450,"11/08/2022",554.625,3227.550178,1720.89586,269.311875,-0.359999476
"8510",35450,"21/08/2022",554.625,3227.550178,1720.89586,269.311875,-0.369205012
"8511",35450,"27/06/2022",554.625,3227.550178,1720.89586,269.311875,-0.309181137696693
"8512",35450,"22/07/2022",554.625,3227.550178,1720.89586,269.311875,-0.356191401
"8513",35450,"20/09/2022",554.625,3227.550178,1720.89586,269.311875,-0.384046343
"8514",35450,"23/05/2022",554.625,3227.550178,1720.89586,269.311875,-0.262889024
"8515",35450,"31/08/2022",554.625,3227.550178,1720.89586,269.311875,-0.360099422
"8516",35450,"30/10/2022",554.625,3227.550178,1720.89586,269.311875,-0.380655958
"8517",35450,"05/10/2022",554.625,3227.550178,1720.89586,269.311875,-0.388781392
"8518",35450,"12/07/2022",554.625,3227.550178,1720.89586,269.311875,-0.336278373
"8519",35450,"01/08/2022",554.625,3227.550178,1720.89586,269.311875,-0.362707923
"8520",35450,"05/09/2022",554.625,3227.550178,1720.89586,269.311875,-0.371326613
"8521",35500,"21/08/2022",554.125,3276.486521,1685.262452,269.3170313,-0.346866835
"8522",35500,"20/09/2022",554.125,3276.486521,1685.262452,269.3170313,-0.363994291
"8523",35500,"22/07/2022",554.125,3276.486521,1685.262452,269.3170313,-0.329421006
"8524",35500,"05/09/2022",554.125,3276.486521,1685.262452,269.3170313,-0.349001748
"8525",35500,"30/10/2022",554.125,3276.486521,1685.262452,269.3170313,-0.361170423
"8526",35500,"31/08/2022",554.125,3276.486521,1685.262452,269.3170313,-0.339203101
"8527",35500,"27/06/2022",554.125,3276.486521,1685.262452,269.3170313,-0.277170990331051
"8528",35500,"23/05/2022",554.125,3276.486521,1685.262452,269.3170313,-0.248171054
"8529",35500,"11/08/2022",554.125,3276.486521,1685.262452,269.3170313,-0.337447257
"8530",35500,"05/10/2022",554.125,3276.486521,1685.262452,269.3170313,-0.367427732
"8531",35500,"12/07/2022",554.125,3276.486521,1685.262452,269.3170313,-0.308580439
"8532",35500,"01/08/2022",554.125,3276.486521,1685.262452,269.3170313,-0.337007743
"8533",35550,"11/08/2022",553.625,3325.315971,1643.417628,269.3304688,-0.321212304
"8534",35550,"21/08/2022",553.625,3325.315971,1643.417628,269.3304688,-0.329387385
"8535",35550,"01/08/2022",553.625,3325.315971,1643.417628,269.3304688,-0.317739508
"8536",35550,"22/07/2022",553.625,3325.315971,1643.417628,269.3304688,-0.309071975
"8537",35550,"05/09/2022",553.625,3325.315971,1643.417628,269.3304688,-0.330898882
"8538",35550,"27/06/2022",553.625,3325.315971,1643.417628,269.3304688,-0.251994227495375
"8539",35550,"05/10/2022",553.625,3325.315971,1643.417628,269.3304688,-0.351262791
"8540",35550,"23/05/2022",553.625,3325.315971,1643.417628,269.3304688,-0.23426736
"8541",35550,"12/07/2022",553.625,3325.315971,1643.417628,269.3304688,-0.288522792
"8542",35550,"30/10/2022",553.625,3325.315971,1643.417628,269.3304688,-0.346327135
"8543",35550,"31/08/2022",553.625,3325.315971,1643.417628,269.3304688,-0.323533693
"8544",35550,"20/09/2022",553.625,3325.315971,1643.417628,269.3304688,-0.348555442
"8545",35600,"12/07/2022",552.375,3372.463439,1595.494773,269.4525,-0.291849465
"8546",35600,"05/09/2022",552.375,3372.463439,1595.494773,269.4525,-0.333482563
"8547",35600,"23/05/2022",552.375,3372.463439,1595.494773,269.4525,-0.231213587
"8548",35600,"30/10/2022",552.375,3372.463439,1595.494773,269.4525,-0.348148126
"8549",35600,"05/10/2022",552.375,3372.463439,1595.494773,269.4525,-0.352111322
"8550",35600,"22/07/2022",552.375,3372.463439,1595.494773,269.4525,-0.310419399
"8551",35600,"21/08/2022",552.375,3372.463439,1595.494773,269.4525,-0.331551477
"8552",35600,"27/06/2022",552.375,3372.463439,1595.494773,269.4525,-0.252645860688809
"8553",35600,"20/09/2022",552.375,3372.463439,1595.494773,269.4525,-0.350366229
"8554",35600,"11/08/2022",552.375,3372.463439,1595.494773,269.4525,-0.323026985
"8555",35600,"01/08/2022",552.375,3372.463439,1595.494773,269.4525,-0.319742009
"8556",35600,"31/08/2022",552.375,3372.463439,1595.494773,269.4525,-0.324994621
"8557",35650,"23/05/2022",550.625,3390.075594,1556.106295,269.455,-0.24061339
"8558",35650,"12/07/2022",550.625,3390.075594,1556.106295,269.455,-0.300650591
"8559",35650,"22/07/2022",550.625,3390.075594,1556.106295,269.455,-0.317700005
"8560",35650,"05/09/2022",550.625,3390.075594,1556.106295,269.455,-0.339567944
"8561",35650,"21/08/2022",550.625,3390.075594,1556.106295,269.455,-0.336859246
"8562",35650,"27/06/2022",550.625,3390.075594,1556.106295,269.455,-0.266748772375286
"8563",35650,"20/09/2022",550.625,3390.075594,1556.106295,269.455,-0.353107388
"8564",35650,"11/08/2022",550.625,3390.075594,1556.106295,269.455,-0.329738982
"8565",35650,"30/10/2022",550.625,3390.075594,1556.106295,269.455,-0.35106727
"8566",35650,"31/08/2022",550.625,3390.075594,1556.106295,269.455,-0.32834284
"8567",35650,"01/08/2022",550.625,3390.075594,1556.106295,269.455,-0.32386636
"8568",35650,"05/10/2022",550.625,3390.075594,1556.106295,269.455,-0.356804201
"8569",35700,"12/07/2022",551.625,3393.999832,1526.743389,269.5159375,-0.29286026
"8570",35700,"05/09/2022",551.625,3393.999832,1526.743389,269.5159375,-0.335461267
"8571",35700,"30/10/2022",551.625,3393.999832,1526.743389,269.5159375,-0.353719714
"8572",35700,"23/05/2022",551.625,3393.999832,1526.743389,269.5159375,-0.240456032
"8573",35700,"27/06/2022",551.625,3393.999832,1526.743389,269.5159375,-0.268766488455519
"8574",35700,"22/07/2022",551.625,3393.999832,1526.743389,269.5159375,-0.310596484
"8575",35700,"01/08/2022",551.625,3393.999832,1526.743389,269.5159375,-0.315641402
"8576",35700,"20/09/2022",551.625,3393.999832,1526.743389,269.5159375,-0.348761774
"8577",35700,"11/08/2022",551.625,3393.999832,1526.743389,269.5159375,-0.320048213
"8578",35700,"05/10/2022",551.625,3393.999832,1526.743389,269.5159375,-0.355759849
"8579",35700,"21/08/2022",551.625,3393.999832,1526.743389,269.5159375,-0.329984714
"8580",35700,"31/08/2022",551.625,3393.999832,1526.743389,269.5159375,-0.323108012
"8581",35750,"30/10/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.345255502
"8582",35750,"05/09/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.320701684
"8583",35750,"11/08/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.301607678
"8584",35750,"01/08/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.297171716
"8585",35750,"12/07/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.273662755
"8586",35750,"27/06/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.247457705251873
"8587",35750,"05/10/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.344567618
"8588",35750,"20/09/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.337978148
"8589",35750,"22/07/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.290417785
"8590",35750,"23/05/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.231863488
"8591",35750,"31/08/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.311017067
"8592",35750,"21/08/2022",555.7142857,3412.968221,1488.830603,269.5215625,-0.313648043
"8593",35800,"30/10/2022",556.75,3456.742978,1438.8678,269.5451563,-0.333679852
"8594",35800,"21/08/2022",556.75,3456.742978,1438.8678,269.5451563,-0.303806552
"8595",35800,"11/08/2022",556.75,3456.742978,1438.8678,269.5451563,-0.29128235
"8596",35800,"12/07/2022",556.75,3456.742978,1438.8678,269.5451563,-0.262659949
"8597",35800,"05/10/2022",556.75,3456.742978,1438.8678,269.5451563,-0.334358485
"8598",35800,"23/05/2022",556.75,3456.742978,1438.8678,269.5451563,-0.221906105
"8599",35800,"05/09/2022",556.75,3456.742978,1438.8678,269.5451563,-0.311263574
"8600",35800,"22/07/2022",556.75,3456.742978,1438.8678,269.5451563,-0.278170678
"8601",35800,"27/06/2022",556.75,3456.742978,1438.8678,269.5451563,-0.231383637754948
"8602",35800,"01/08/2022",556.75,3456.742978,1438.8678,269.5451563,-0.285438501
"8603",35800,"20/09/2022",556.75,3456.742978,1438.8678,269.5451563,-0.329385233
"8604",35800,"31/08/2022",556.75,3456.742978,1438.8678,269.5451563,-0.302531061
"8605",35850,"30/10/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.331986069
"8606",35850,"21/08/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.305148811
"8607",35850,"11/08/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.293603758
"8608",35850,"22/07/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.277983798
"8609",35850,"05/09/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.313003496
"8610",35850,"12/07/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.264574835
"8611",35850,"27/06/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.232467340735289
"8612",35850,"05/10/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.332636441
"8613",35850,"20/09/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.327938201
"8614",35850,"01/08/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.287349678
"8615",35850,"31/08/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.302803579
"8616",35850,"23/05/2022",555.5555556,3503.864484,1390.211134,269.5634375,-0.220096665
"8617",35900,"30/10/2022",554.75,3553.053793,1347.130843,269.565,-0.338195656
"8618",35900,"22/07/2022",554.75,3553.053793,1347.130843,269.565,-0.291000256
"8619",35900,"23/05/2022",554.75,3553.053793,1347.130843,269.565,-0.226465392
"8620",35900,"21/08/2022",554.75,3553.053793,1347.130843,269.565,-0.317817839
"8621",35900,"11/08/2022",554.75,3553.053793,1347.130843,269.565,-0.307680311
"8622",35900,"05/10/2022",554.75,3553.053793,1347.130843,269.565,-0.341974956
"8623",35900,"05/09/2022",554.75,3553.053793,1347.130843,269.565,-0.325168423
"8624",35900,"12/07/2022",554.75,3553.053793,1347.130843,269.565,-0.276326392
"8625",35900,"27/06/2022",554.75,3553.053793,1347.130843,269.565,-0.244254822532336
"8626",35900,"01/08/2022",554.75,3553.053793,1347.130843,269.565,-0.301407391
"8627",35900,"20/09/2022",554.75,3553.053793,1347.130843,269.565,-0.336272112
"8628",35900,"31/08/2022",554.75,3553.053793,1347.130843,269.565,-0.312397772
"8629",35950,"21/08/2022",554,3597.134653,1320.722398,269.569375,-0.336262134
"8630",35950,"23/05/2022",554,3597.134653,1320.722398,269.569375,-0.234913457
"8631",35950,"11/08/2022",554,3597.134653,1320.722398,269.569375,-0.327422822
"8632",35950,"12/07/2022",554,3597.134653,1320.722398,269.569375,-0.294435349
"8633",35950,"05/09/2022",554,3597.134653,1320.722398,269.569375,-0.344516214
"8634",35950,"27/06/2022",554,3597.134653,1320.722398,269.569375,-0.262078678453123
"8635",35950,"30/10/2022",554,3597.134653,1320.722398,269.569375,-0.348671255
"8636",35950,"22/07/2022",554,3597.134653,1320.722398,269.569375,-0.309482653
"8637",35950,"01/08/2022",554,3597.134653,1320.722398,269.569375,-0.320072916
"8638",35950,"20/09/2022",554,3597.134653,1320.722398,269.569375,-0.352312003
"8639",35950,"31/08/2022",554,3597.134653,1320.722398,269.569375,-0.32873262
"8640",35950,"05/10/2022",554,3597.134653,1320.722398,269.569375,-0.359863496
"8641",36000,"23/05/2022",552,3638.35702,1301.231237,270.5207813,-0.235984477
"8642",36000,"30/10/2022",552,3638.35702,1301.231237,270.5207813,-0.350052054
"8643",36000,"22/07/2022",552,3638.35702,1301.231237,270.5207813,-0.313612601
"8644",36000,"21/08/2022",552,3638.35702,1301.231237,270.5207813,-0.343287774
"8645",36000,"11/08/2022",552,3638.35702,1301.231237,270.5207813,-0.333233935
"8646",36000,"12/07/2022",552,3638.35702,1301.231237,270.5207813,-0.299870202
"8647",36000,"27/06/2022",552,3638.35702,1301.231237,270.5207813,-0.265579062302907
"8648",36000,"05/09/2022",552,3638.35702,1301.231237,270.5207813,-0.346816583
"8649",36000,"31/08/2022",552,3638.35702,1301.231237,270.5207813,-0.332309844
"8650",36000,"20/09/2022",552,3638.35702,1301.231237,270.5207813,-0.355274789
"8651",36000,"05/10/2022",552,3638.35702,1301.231237,270.5207813,-0.360811022
"8652",36000,"01/08/2022",552,3638.35702,1301.231237,270.5207813,-0.326920497
"8653",36050,"30/10/2022",551.125,3680.067011,1282.934548,270.7015625,-0.349881086
"8654",36050,"27/06/2022",551.125,3680.067011,1282.934548,270.7015625,-0.267977918897356
"8655",36050,"23/05/2022",551.125,3680.067011,1282.934548,270.7015625,-0.235586019
"8656",36050,"12/07/2022",551.125,3680.067011,1282.934548,270.7015625,-0.301716603
