"","X","Units","Month","Section","WC","WC_int","elev_mean","slope_mean","contr_max_km2","stream_sum","recur_mean","occur_mean","ext_sum","Dist_fromLast","Dist_toNext","Dam","mapbio_maj","mb_forest_","mb_savan_m","mb_grass_m","mb_past_me","mb_agri_me","mb_water_m","mb_crops_m","acm30","api30","Level","Vol_hm3","dV_hm3","SENTndvi_mean","SENTndwi_mean","SENTswi_mean","SENTndmi_re_mean","SENTndmi_nir_mean","SENTmndwi_mean","dw_majorit","bare_freq","built_freq","crops_freq","flooded_freq","grass_freq","shrubs_freq","trees_freq","water_freq"
"156",8002,66650,5,"BAR","NotDet",2,488.17,0,592.2221875,7,0,0,0,1052.699079,1082.250791,0,15,0,0.333333333,0.111111111,0.555555556,0,0,0,25.654,15.70013972,441.81,5.54,0,0.314701196,-0.259767996,-0.212826596,0.077214207,0.020154166,-0.24098994,1,0,0,0,0,0,0.08974359,0.91025641,0
"157",8003,66650,6,"BAR","Dry",1,488.17,0,592.2221875,7,0,0,0,1052.699079,1082.250791,0,15,0,0.333333333,0.111111111,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.236924731,-0.210649371,-0.246264354,-0.014870232,-0.067576678,-0.274411052,5,0,0,0,0,0,0.615384615,0.384615385,0
"158",8008,66700,5,"BAR","NotDet",2,488.15,0,592.2270313,7,0,0,0,1059.04238,1041.475,0,15,0,0.25,0.125,0.625,0,0,0,25.654,15.70013972,441.81,5.54,0,0.31151138,-0.255002697,-0.203346217,0.077042167,0.01984025,-0.236408266,1,0,0,0,0,0,0.17721519,0.82278481,0
"159",8009,66700,6,"BAR","Dry",1,488.15,0,592.2270313,7,0,0,0,1059.04238,1041.475,0,15,0,0.25,0.125,0.625,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.235453431,-0.207770843,-0.246713497,-0.020512115,-0.075010602,-0.278478737,5,0,0,0,0,0,0.835443038,0.164556962,0
"160",8014,66750,5,"BAR","NotDet",2,488.23,0,592.2442188,7,0,0,0,1065.457053,997.8348466,0,15,0,0.125,0,0.875,0,0,0,25.654,15.70013972,441.81,5.54,0,0.322618085,-0.269972941,-0.190518655,0.097396271,0.040522728,-0.232152006,1,0,0,0,0,0,0.278481013,0.721518987,0
"161",8015,66750,6,"BAR","Dry",1,488.23,0,592.2442188,7,0,0,0,1065.457053,997.8348466,0,15,0,0.125,0,0.875,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.247435673,-0.221934374,-0.238712799,-0.00393352,-0.058263515,-0.276737669,5,0,0,0,0,0,1,0,0
"162",8020,66800,5,"BAR","NotDet",2,489.13,0.01,592.255,7,0,0,0,1097.891872,953.8656406,0,15,0,0.111111111,0,0.888888889,0,0,0,25.654,15.70013972,441.81,5.54,0,0.338356753,-0.284636369,-0.193501029,0.108578105,0.051343431,-0.236854512,1,0,0,0,0,0,0.116883117,0.883116883,0
"163",8021,66800,6,"BAR","NotDet",2,489.13,0.01,592.255,7,0,0,0,1097.891872,953.8656406,0,15,0,0.111111111,0,0.888888889,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.257876129,-0.233267618,-0.242351755,0.003464267,-0.052918743,-0.282767559,5,0,0,0,0,0,0.714285714,0.285714286,0
"164",8026,66850,5,"BAR","NotDet",2,489.3,0.03,592.2559375,6,0,0,0,1113.46269,912.8141568,0,15,0,0.222222222,0,0.777777778,0,0,0,25.654,15.70013972,441.81,5.54,0,0.354892993,-0.293061585,-0.201461695,0.118352008,0.061629154,-0.235850809,1,0,0,0,0,0,0.025641026,0.974358974,0
"165",8027,66850,6,"BAR","Dry",1,489.3,0.03,592.2559375,6,0,0,0,1113.46269,912.8141568,0,15,0,0.222222222,0,0.777777778,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.275407189,-0.240805387,-0.243525553,0.018402416,-0.037776984,-0.276195392,1,0,0,0,0,0,0.346153846,0.653846154,0
"166",8032,66900,5,"BAR","Dry",1,487.98,0.03,592.2679688,7,0,0,0,1131.434645,873.7958763,0,15,0,0.25,0,0.75,0,0,0,25.654,15.70013972,441.81,5.54,0,0.358018897,-0.291535163,-0.203410071,0.117696624,0.060480404,-0.235326068,1,0,0,0,0,0,0.012820513,0.987179487,0
"167",8033,66900,6,"BAR","Dry",1,487.98,0.03,592.2679688,7,0,0,0,1131.434645,873.7958763,0,15,0,0.25,0,0.75,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.284010581,-0.244133718,-0.244694828,0.022429605,-0.033802629,-0.275768357,1,0,0,0,0,0,0.358974359,0.641025641,0
"168",8038,66950,5,"BAR","Dry",1,487.02,0.02,608.8371875,10,0,0,0,1137.502076,839.2796884,0,15,0,0.363636364,0,0.636363636,0,0,0,25.654,15.70013972,441.81,5.54,0,0.339160273,-0.284600682,-0.201537452,0.103202383,0.044484147,-0.243236886,1,0,0,0,0,0,0.3375,0.6625,0
"169",8039,66950,6,"BAR","Dry",1,487.02,0.02,608.8371875,10,0,0,0,1137.502076,839.2796884,0,15,0,0.363636364,0,0.636363636,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.279046325,-0.249183905,-0.241666381,0.02196905,-0.033998076,-0.280824701,5,0,0,0,0,0,0.6,0.4,0
"170",8044,67000,5,"BAR","Dry",1,486.23,0,608.8432813,10,0,0,0,1089.623577,864.4543514,0,4,0,0.777777778,0,0.222222222,0,0,0,25.654,15.70013972,441.81,5.54,0,0.350742839,-0.28934048,-0.217992515,0.102316849,0.046539747,-0.246273339,1,0,0,0,0,0,0.025,0.975,0
"171",8045,67000,6,"BAR","Dry",1,486.23,0,608.8432813,10,0,0,0,1089.623577,864.4543514,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.282835414,-0.244595432,-0.24765044,0.021042709,-0.031952503,-0.274492189,1,0,0,0,0,0,0.225,0.775,0
"172",8050,67050,5,"BAR","NotDet",2,486.93,0.03,608.854375,9,0,0,0,1057.696217,841.0453359,0,4,0,0.777777778,0,0.222222222,0,0,0,25.654,15.70013972,441.81,5.54,0,0.32473099,-0.269085232,-0.229309995,0.072621039,0.014388966,-0.255830087,1,0,0,0,0,0,0.051948052,0.948051948,0
"173",8051,67050,6,"BAR","Dry",1,486.93,0.03,608.854375,9,0,0,0,1057.696217,841.0453359,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.252002374,-0.219581661,-0.259915294,-0.016768941,-0.071645274,-0.286870144,5,0,0,0,0,0,0.558441558,0.441558442,0
"174",8056,67100,5,"BAR","NotDet",2,487.73,0.04,608.875,8,0,0,0,1058.978922,800.6387947,0,4,0,0.625,0,0.375,0,0,0,25.654,15.70013972,441.81,5.54,0,0.307936592,-0.264547193,-0.220361288,0.065417027,0.00558107,-0.259371899,1,0,0,0,0,0,0.307692308,0.692307692,0
"175",8057,67100,6,"BAR","Dry",1,487.73,0.04,608.875,8,0,0,0,1058.978922,800.6387947,0,4,0,0.625,0,0.375,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.231147301,-0.214229481,-0.259344242,-0.031929314,-0.087724267,-0.296461308,5,0,0,0,0,0,0.948717949,0.051282051,0
"176",8062,67150,5,"BAR","NotDet",2,487.08,0.03,608.8778125,8,0,0,0,1093.861517,752.8160517,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0,0.316269837,-0.268029119,-0.215850414,0.076436669,0.015771555,-0.253411543,1,0,0,0,0,0,0.3125,0.6875,0
"177",8063,67150,6,"BAR","NotDet",2,487.08,0.03,608.8778125,8,0,0,0,1093.861517,752.8160517,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.240670201,-0.219708441,-0.251401493,-0.017136249,-0.073653691,-0.288851735,5,0,0,0,0,0,0.9125,0.0875,0
"178",8068,67200,5,"BAR","NotDet",2,486.04,0,608.8796875,7,0,0,0,1129.043435,704.6331555,0,15,0,0.333333333,0,0.555555556,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0,0.324202106,-0.270033856,-0.213295555,0.083793321,0.027235084,-0.244948243,1,0,0,0,0,0,0.141025641,0.858974359,0
"179",8069,67200,6,"BAR","NotDet",2,486.04,0,608.8796875,7,0,0,0,1129.043435,704.6331555,0,15,0,0.333333333,0,0.555555556,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.258583832,-0.22731205,-0.250253435,-0.002167307,-0.054138575,-0.278370533,1,0,0,0,0,0,0.5,0.5,0
"180",8074,67250,5,"BAR","NotDet",2,486.16,0.01,608.8882813,12,0,0,0,1163.014418,655.8760191,0,15,0,0.444444444,0,0.444444444,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0,0.348288642,-0.280389805,-0.206483375,0.107624111,0.053057425,-0.231191976,1,0,0,0,0,0,0,1,0
"181",8075,67250,6,"BAR","NotDet",2,486.16,0.01,608.8882813,12,0,0,0,1163.014418,655.8760191,0,15,0,0.444444444,0,0.444444444,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.267128558,-0.225779205,-0.246285287,0.008939569,-0.04513999,-0.268498175,1,0,0,0,0,0,0,1,0
"182",8080,67300,5,"BAR","NotDet",2,486.71,0.02,609.1228125,11,0,0,0,1193.638181,611.4860315,0,4,0,0.5,0,0.5,0,0,0,25.654,15.70013972,441.81,5.54,0,0.339858679,-0.274979216,-0.21823413,0.097209856,0.04093267,-0.236814795,1,0,0,0,0,0,0,1,0
"183",8081,67300,6,"BAR","Dry",1,486.71,0.02,609.1228125,11,0,0,0,1193.638181,611.4860315,0,4,0,0.5,0,0.5,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.266008452,-0.224440263,-0.248417168,0.008258715,-0.046097669,-0.267830069,1,0,0,0,0,0,0,1,0
"184",8086,67350,5,"BAR","NotDet",2,486.26,0.01,609.1295313,8,0,0,0,1229.665658,623.0510769,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.350290364,-0.291310183,-0.210400331,0.10691128,0.049702068,-0.245150855,1,0,0,0,0,0,0.0375,0.9625,0
"185",8087,67350,6,"BAR","Dry",1,486.26,0.01,609.1295313,8,0,0,0,1229.665658,623.0510769,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.269595674,-0.240865574,-0.256063579,0.002674978,-0.052811846,-0.289983765,1,0,0,0,0,0,0.2875,0.7125,0
"186",8092,67400,5,"BAR","NotDet",2,485.23,0,609.2290625,8,0,0,0,1276.071118,619.4777676,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.309491661,-0.26850196,-0.226238793,0.058636425,-0.000481086,-0.269095811,1,0,0,0,0,0,0.460526316,0.539473684,0
"187",8093,67400,6,"BAR","Dry",1,485.23,0,609.2290625,8,0,0,0,1276.071118,619.4777676,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.266370965,-0.245787577,-0.263694331,-0.005626651,-0.061967808,-0.303109187,5,0,0,0,0,0,0.815789474,0.184210526,0
"188",8098,67450,5,"BAR","Dry",1,485,0,609.2340625,8,0,0,0,1324.57429,593.9838049,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.320297986,-0.278917889,-0.209163163,0.084157937,0.02747522,-0.253515881,5,0,0.025974026,0,0,0,0.493506494,0.480519481,0
"189",8099,67450,6,"BAR","Dry",1,485,0,609.2340625,8,0,0,0,1324.57429,593.9838049,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.270032156,-0.251857571,-0.245522375,0.020653147,-0.036289685,-0.285657606,5,0,0,0,0,0,1,0,0
"190",8104,67500,5,"BAR","NotDet",2,485.62,0,609.278125,8,0,0,0,1357.907859,555.6362882,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.354336351,-0.299616282,-0.204334584,0.118848791,0.060187547,-0.243948189,1,0,0,0,0,0,0.111111111,0.888888889,0
"191",8105,67500,6,"BAR","Dry",1,485.62,0,609.278125,8,0,0,0,1357.907859,555.6362882,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.298889414,-0.264949747,-0.241539781,0.043744328,-0.011335949,-0.275590734,5,0,0,0,0,0,1,0,0
"192",8110,67550,5,"BAR","NotDet",2,486.52,0,609.2979688,8,0,0,0,1339.203977,521.958741,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.346958182,-0.3005196,-0.199186363,0.111625365,0.057780863,-0.247051219,1,0,0,0.012658228,0,0,0.050632911,0.936708861,0
"193",8111,67550,6,"BAR","Dry",1,486.52,0,609.2979688,8,0,0,0,1339.203977,521.958741,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.292069043,-0.267968521,-0.232511578,0.042701022,-0.011449307,-0.27863899,5,0,0,0,0,0,1,0,0
"194",8116,67600,5,"BAR","NotDet",2,486.71,0,609.3015625,7,0,0,0,1364.307765,479.7517777,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.353701351,-0.302192772,-0.186234615,0.127451525,0.068512872,-0.238578018,1,0,0,0.012820513,0,0,0,0.987179487,0
"195",8117,67600,6,"BAR","Dry",1,486.71,0,609.3015625,7,0,0,0,1364.307765,479.7517777,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.2867514,-0.260773301,-0.226114563,0.041308595,-0.017695103,-0.277179184,5,0,0,0,0,0,1,0,0
"196",8122,67650,5,"BAR","NotDet",2,486.56,0.01,609.305,7,0,0,0,1401.582061,457.477267,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.361392752,-0.305669026,-0.179689238,0.13859629,0.07941849,-0.231859643,1,0,0,0,0,0,0,1,0
"197",8123,67650,6,"BAR","Dry",1,486.56,0.01,609.305,7,0,0,0,1401.582061,457.477267,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.288467777,-0.260663728,-0.226525339,0.04091645,-0.016664254,-0.276122468,5,0,0,0,0,0,1,0,0
"198",8128,67700,5,"BAR","Dry",1,486.68,0.01,609.3053125,6,0,0,0,1424.973784,422.0261695,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.377662724,-0.31442956,-0.178976914,0.154482219,0.09586904,-0.225429316,1,0,0,0,0,0,0,1,0
"199",8129,67700,6,"BAR","Dry",1,486.68,0.01,609.3053125,6,0,0,0,1424.973784,422.0261695,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.292387257,-0.262193409,-0.229426634,0.045820887,-0.013127746,-0.274532342,5,0,0,0.0625,0,0,0.85,0.0875,0
"200",8134,67750,5,"BAR","NotDet",2,486.19,0.01,609.31875,7,0,0,0,1433.57135,373.043882,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.339863613,-0.291756341,-0.197314815,0.1134754,0.053463574,-0.24226086,1,0,0,0,0,0,0.050632911,0.949367089,0
"201",8135,67750,6,"BAR","Dry",1,486.19,0.01,609.31875,7,0,0,0,1433.57135,373.043882,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.265072516,-0.249630839,-0.243292904,0.016492031,-0.042755522,-0.289525328,5,0,0,0,0,0,0.924050633,0.075949367,0
"202",8140,67800,5,"BAR","NotDet",2,485.87,0,609.358125,7,0,0,0,1398.262633,358.0217367,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.324768372,-0.277657427,-0.206455006,0.08444683,0.025214523,-0.254186725,5,0,0,0,0,0,0.55,0.45,0
"203",8141,67800,6,"BAR","Dry",1,485.87,0,609.358125,7,0,0,0,1398.262633,358.0217367,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.247410244,-0.238184457,-0.253593451,-0.013360628,-0.072083907,-0.305002595,5,0,0,0,0,0,1,0,0
"204",8146,67850,5,"BAR","NotDet",2,485.81,0,609.3690625,8,0,0,0,1385.960649,324.8123455,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.321826717,-0.276937014,-0.210524602,0.077140466,0.018979588,-0.259366566,5,0,0,0,0,0,0.961538462,0.038461538,0
"205",8147,67850,6,"BAR","Dry",1,485.81,0,609.3690625,8,0,0,0,1385.960649,324.8123455,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.238603459,-0.231548345,-0.260527686,-0.032116884,-0.089394491,-0.31445018,5,0,0,0,0,0,1,0,0
"206",8152,67900,5,"BAR","NotDet",2,486.52,0,609.3714063,8,0,0,0,1371.868026,298.4290367,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.320716557,-0.27563388,-0.201590478,0.083263784,0.023256038,-0.254073607,5,0,0,0,0,0,1,0,0
"207",8153,67900,6,"BAR","Dry",1,486.52,0,609.3714063,8,0,0,0,1371.868026,298.4290367,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.242896567,-0.230511006,-0.254364801,-0.020390127,-0.078594772,-0.303615825,5,0,0,0,0,0,1,0,0
"208",8158,67950,5,"BAR","NotDet",2,487.09,0.01,609.3973438,7,0,0,0,1397.204476,264.1370096,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.327073531,-0.27637743,-0.199395043,0.088992412,0.031375282,-0.24725373,5,0,0,0,0,0,0.911392405,0.088607595,0
"209",8159,67950,6,"BAR","Dry",1,487.09,0.01,609.3973438,7,0,0,0,1397.204476,264.1370096,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.249829178,-0.230417996,-0.250500509,-0.010116248,-0.068464889,-0.294269909,5,0,0,0,0,0,1,0,0
"210",8164,68000,5,"BAR","NotDet",2,487.1,0.02,609.4001563,7,0,0,0,1435.986692,249.5244728,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.324916557,-0.271886377,-0.19900994,0.091688121,0.031922637,-0.242086237,5,0,0,0,0,0,0.759493671,0.240506329,0
"211",8165,68000,6,"BAR","Dry",1,487.1,0.02,609.4001563,7,0,0,0,1435.986692,249.5244728,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.253807801,-0.231526222,-0.250602052,-0.005502129,-0.062248619,-0.289604664,5,0,0,0,0,0,1,0,0
"212",8170,68050,5,"BAR","NotDet",2,486.76,0.01,609.4029688,6,0,0,0,1480.731867,223.1284759,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.329853516,-0.277365316,-0.182837895,0.106984095,0.049307202,-0.231282137,5,0,0,0,0,0,0.594936709,0.405063291,0
"213",8171,68050,6,"BAR","Dry",1,486.76,0.01,609.4029688,6,0,0,0,1480.731867,223.1284759,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.258834458,-0.238233314,-0.236557517,0.012683196,-0.044067347,-0.279416154,5,0,0,0,0,0,1,0,0
"214",8176,68100,5,"BAR","Dry",1,486.52,0,609.4129688,7,0,0,0,1523.133688,184.9861415,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.316912642,-0.277370754,-0.181516599,0.100934765,0.043199464,-0.237054687,5,0,0,0,0,0,0.576923077,0.423076923,0
"215",8177,68100,6,"BAR","Dry",1,486.52,0,609.4129688,7,0,0,0,1523.133688,184.9861415,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.258094646,-0.246151378,-0.226507973,0.022095334,-0.034781886,-0.278559775,5,0,0,0,0,0,1,0,0
"216",8182,68150,5,"BAR","NotDet",2,486.63,0,609.5628125,7,0,0,0,1533.452637,139.0317386,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.323236385,-0.282071405,-0.177219176,0.112722237,0.055811489,-0.229818845,1,0,0,0.012820513,0,0,0.346153846,0.641025641,0
"217",8183,68150,6,"BAR","Dry",1,486.63,0,609.5628125,7,0,0,0,1533.452637,139.0317386,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.269829171,-0.250368281,-0.216064654,0.039330634,-0.016646556,-0.265860414,5,0,0,0,0,0,0.782051282,0.217948718,0
"218",8188,68200,5,"BAR","NotDet",2,486.31,0,609.5825,8,0,0,0,1551.694773,90.52079121,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.34732661,-0.291517667,-0.18165918,0.127641251,0.071205541,-0.22492541,1,0,0,0.076923077,0,0,0,0.923076923,0
"219",8189,68200,6,"BAR","Dry",1,486.31,0,609.5825,8,0,0,0,1551.694773,90.52079121,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.295770022,-0.261621757,-0.216465343,0.062830587,0.005244778,-0.256708119,1,0,0,0.012820513,0,0,0.346153846,0.641025641,0
"220",8194,68250,5,"BAR","NotDet",2,485.98,0,609.5860938,7,0,0,0,0,0,1,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.357278245,-0.303951143,-0.188895876,0.130833671,0.073392213,-0.235894847,1,0,0,0.126582278,0,0,0.088607595,0.784810127,0
"221",8195,68250,6,"BAR","Dry",1,485.98,0,609.5860938,7,0,0,0,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.308058034,-0.27645736,-0.223606343,0.067717835,0.009226372,-0.268101946,1,0,0,0.025316456,0,0,0.329113924,0.64556962,0
"222",8200,68300,5,"BAR","NotDet",2,486.34,0,609.599375,11,0,0,0,0,0,1,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.355227314,-0.310035339,-0.194110266,0.13045982,0.071792201,-0.243839933,1,0,0,0.025641026,0,0,0.320512821,0.653846154,0
"223",8201,68300,6,"BAR","Dry",1,486.34,0,609.599375,11,0,0,0,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.298116626,-0.278043724,-0.234439576,0.051451306,-0.004487376,-0.282453825,5,0,0,0,0,0,0.615384615,0.384615385,0
"224",8206,68350,5,"BAR","NotDet",2,485.25,0,609.6060938,10,0,0,0,52.98608481,910.7611799,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.350960012,-0.300636795,-0.194167977,0.124667473,0.067821642,-0.237874931,1,0,0,0,0,0,0.101265823,0.898734177,0
"225",8207,68350,6,"BAR","Dry",1,485.25,0,609.6060938,10,0,0,0,52.98608481,910.7611799,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.284910185,-0.263485576,-0.234565612,0.039685665,-0.016148527,-0.278689925,5,0,0,0,0,0,0.556962025,0.443037975,0
"226",8212,68400,5,"BAR","NotDet",2,483.96,0,609.805625,11,0,0,0,101.7417275,878.5257452,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.350292711,-0.294011151,-0.190678157,0.122347458,0.063666067,-0.2349157,1,0,0,0,0,0,0.012820513,0.987179487,0
"227",8213,68400,6,"BAR","Dry",1,483.96,0,609.805625,11,0,0,0,101.7417275,878.5257452,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.268044239,-0.247100204,-0.240875522,0.016376771,-0.042781388,-0.286933556,5,0,0,0,0,0,0.653846154,0.346153846,0
"228",8218,68450,5,"BAR","NotDet",2,484.92,0,609.80625,8,0,0,0,147.8599155,836.3536888,0,15,0,0,0,0.555555556,0,0,0.444444444,25.654,15.70013972,441.81,5.54,0,0.341048012,-0.299022624,-0.203660008,0.103410417,0.045656078,-0.256976916,1,0,0,0,0,0,0.246753247,0.753246753,0
"229",8219,68450,6,"BAR","Dry",1,484.92,0,609.80625,8,0,0,0,147.8599155,836.3536888,0,15,0,0,0,0.555555556,0,0,0.444444444,77.978,5.041834104,441.84,5.57,-0.01,0.263468282,-0.256188271,-0.254862695,-0.002009619,-0.057760668,-0.309578719,5,0,0,0,0,0,0.922077922,0.077922078,0
"230",8224,68500,5,"BAR","Dry",1,486.58,0.01,609.8067188,6,0,0,0,195.2261602,793.3807802,0,41,0,0,0,0.444444444,0,0,0.555555556,25.654,15.70013972,441.81,5.54,0,0.26784092,-0.259667257,-0.233151601,0.027241903,-0.033281448,-0.290806999,5,0,0,0,0,0,0.782051282,0.217948718,0
"231",8225,68500,6,"BAR","Dry",1,486.58,0.01,609.8067188,6,0,0,0,195.2261602,793.3807802,0,41,0,0,0,0.444444444,0,0,0.555555556,77.978,5.041834104,441.84,5.57,-0.01,0.228979158,-0.241263066,-0.261248869,-0.027641055,-0.083905498,-0.319017639,5,0,0,0,0,0,1,0,0
"232",8230,68550,5,"BAR","Dry",1,486.63,0,609.8292188,6,0,0,0,244.2838941,758.2485245,0,15,0,0,0,0.777777778,0,0,0.222222222,25.654,15.70013972,441.81,5.54,0,0.266636382,-0.251997269,-0.244298186,0.013359998,-0.047705392,-0.296193113,5,0,0,0,0,0,0.9625,0.0375,0
"233",8231,68550,6,"BAR","Dry",1,486.63,0,609.8292188,6,0,0,0,244.2838941,758.2485245,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.247493149,-0.24428414,-0.255168695,-0.006637446,-0.065681261,-0.305172593,5,0,0,0,0,0,1,0,0
"234",8236,68600,5,"BAR","NotDet",2,486.14,0,609.8342188,6,0,0,0,290.1377114,742.1913082,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.280662938,-0.260022572,-0.252191534,0.014995711,-0.043022307,-0.300068587,5,0,0,0,0,0,0.759493671,0.240506329,0
"235",8237,68600,6,"BAR","Dry",1,486.14,0,609.8342188,6,0,0,0,290.1377114,742.1913082,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.263796073,-0.249645905,-0.262895175,-0.003536476,-0.060778879,-0.305978925,5,0,0,0,0,0,1,0,0
"236",8242,68650,5,"BAR","Dry",1,485.6,0,609.8623438,7,0,0,0,339.8114811,712.2206881,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.292569375,-0.266885203,-0.245496696,0.033745108,-0.024964384,-0.29086373,5,0,0,0,0,0,0.810126582,0.189873418,0
"237",8243,68650,6,"BAR","Dry",1,485.6,0,609.8623438,7,0,0,0,339.8114811,712.2206881,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.263298626,-0.251435699,-0.266695952,-0.004253734,-0.060914398,-0.308346052,5,0,0,0,0,0,1,0,0
"238",8248,68700,5,"BAR","Dry",1,485.9,0,609.8865625,8,0,0,0,386.0302222,672.7527639,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.292036427,-0.260729455,-0.226122286,0.044672271,-0.012805169,-0.273383178,5,0,0,0,0,0,0.975,0.025,0
"239",8249,68700,6,"BAR","Dry",1,485.9,0,609.8865625,8,0,0,0,386.0302222,672.7527639,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.260734618,-0.243959582,-0.25704354,-0.003908538,-0.059597498,-0.30007187,5,0,0,0,0,0,1,0,0
"240",8254,68750,5,"BAR","Dry",1,486.06,0,609.889375,13,0,0,0,424.3652587,626.3061863,0,15,0,0,0,1,0,0,0,25.654,15.70013972,441.81,5.54,0,0.29109405,-0.254419669,-0.198973539,0.064879652,0.006119611,-0.248875886,5,0,0,0,0,0,0.873417722,0.126582278,0
