"","X","Units","Month","Section","WC","WC_int","elev_mean","slope_mean","contr_max_km2","stream_sum","recur_mean","occur_mean","ext_sum","Dist_fromLast","Dist_toNext","Dam","mapbio_maj","mb_forest_","mb_savan_m","mb_grass_m","mb_past_me","mb_agri_me","mb_water_m","mb_crops_m","acm30","api30","Level","Vol_hm3","dV_hm3","SENTndvi_mean","SENTndwi_mean","SENTswi_mean","SENTndmi_re_mean","SENTndmi_nir_mean","SENTmndwi_mean","dw_majorit","bare_freq","built_freq","crops_freq","flooded_freq","grass_freq","shrubs_freq","trees_freq","water_freq"
"75",3623,30150,6,"BN","Dry",1,557.17,0,132.9342188,13,9.5,1.4,3,529.1842959,219.050734,0,12,0,0,0.5,0.125,0.375,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.252881636,-0.222710721,-0.252212315,-0.019572057,-0.079893894,-0.297428449,1,0,0,0,0,0,0.346153846,0.653846154,0
"76",3629,30200,6,"BN","Dry",1,556.65,0,132.9351563,9,8.888888889,1.666666667,3,505.3088762,241.0961926,0,21,0,0,0.375,0.125,0.5,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.266975277,-0.229934219,-0.223428271,0.018212582,-0.042793017,-0.270085701,1,0,0,0,0,0,0.075,0.925,0
"77",3635,30250,6,"BN","Dry",1,556.36,0,133.0548438,6,9.111111111,1.666666667,3,491.7346226,265.3769489,0,12,0,0,0.5,0.1,0.4,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.256855518,-0.22557959,-0.227876493,0.007185856,-0.053229526,-0.275576768,1,0,0,0,0,0,0.435897436,0.564102564,0
"78",3641,30300,6,"BN","Dry",1,556.86,0,133.129375,5,11.44444444,2.222222222,4,524.9881896,240.9552675,0,15,0,0,0.333333333,0.444444444,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.250471902,-0.225642441,-0.235171685,-0.004572529,-0.063273293,-0.284863612,1,0,0,0,0,0,0.430379747,0.569620253,0
"79",3647,30350,6,"BN","Dry",1,557.72,0.01,133.134375,7,19.5,4.9,6,567.7775335,191.247673,0,15,0,0,0,0.666666667,0.333333333,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.271865266,-0.234990732,-0.229728301,0.015546954,-0.044444834,-0.276611362,1,0,0,0,0,0,0.172839506,0.827160494,0
"80",3653,30400,6,"BN","Dry",1,557.83,0.02,133.135,6,23.8,7.5,6,613.8410833,141.2623713,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.275944201,-0.23872531,-0.232342965,0.01535785,-0.047703721,-0.283416428,1,0,0,0,0,0,0.101265823,0.898734177,0
"81",3659,30450,6,"BN","Dry",1,557.02,0.02,133.1848438,6,42.1,15.2,8,660.0103191,91.26771702,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.267865574,-0.247249412,-0.234060894,0.007276451,-0.051097854,-0.29477701,1,0,0,0,0,0,0.395061728,0.604938272,0
"82",3665,30500,6,"BN","Dry",1,556.5,0.01,133.1910938,7,65.4,25.8,10,0,0,1,15,0,0,0,0.888888889,0,0,0.111111111,77.978,5.041834104,441.84,5.57,-0.01,0.253636618,-0.242936458,-0.226549576,0.002418562,-0.055351135,-0.294383016,5,0,0,0,0,0,0.725,0.275,0
"83",3671,30550,6,"BN","Dry",1,556.94,0.02,133.2053125,7,43.9,16,7,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.248050428,-0.230587882,-0.233462781,-0.00457502,-0.063656656,-0.290042041,5,0,0,0,0,0,0.632911392,0.367088608,0
"84",3677,30600,6,"BN","Dry",1,557.1,0.02,133.216875,8,12.55555556,2.777777778,2,55.84966915,358.4036781,0,15,0,0,0.25,0.625,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01,0.249545607,-0.228180237,-0.243712887,-0.007757793,-0.064038734,-0.288269829,1,0,0,0,0,0,0.4125,0.5875,0
"85",3683,30650,6,"BN","Dry",1,556.88,0.02,133.2178125,7,0,0,0,105.7777024,326.7436471,0,12,0,0,0.6,0.2,0,0,0.2,77.978,5.041834104,441.84,5.57,-0.01,0.244005633,-0.219192584,-0.248775052,-0.015272963,-0.072511411,-0.287415343,1,0,0,0,0,0,0.384615385,0.615384615,0
"86",3689,30700,6,"BN","Dry",1,556.98,0.03,133.2221875,7,0,0,0,155.318962,301.8427348,0,12,0,0,0.444444444,0.222222222,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01,0.23136173,-0.215870586,-0.257721805,-0.028586313,-0.087796335,-0.298470487,5,0,0,0,0,0,0.65,0.35,0
"87",3695,30750,6,"BN","Dry",1,555.54,0.01,133.2226563,11,0,0,0,203.8044587,296.1054039,0,15,0,0,0.125,0.625,0,0,0.25,77.978,5.041834104,441.84,5.57,-0.01,0.210674315,-0.211830333,-0.263845583,-0.049818384,-0.107998507,-0.312944523,5,0,0,0,0,0,0.701298701,0.298701299,0
"88",3701,30800,6,"BN","Dry",1,554.31,0,133.463125,12,0,0,0,241.9628942,265.5522472,0,15,0,0,0,0.5,0,0,0.5,77.978,5.041834104,441.84,5.57,-0.01,0.225900563,-0.219492171,-0.25906222,-0.036016011,-0.097272741,-0.310217996,1,0,0,0,0,0,0.38961039,0.61038961,0
"89",3707,30850,6,"BN","Dry",1,553.9,0,133.9192188,11,0,0,0,260.7482307,216.2458493,0,15,0,0,0,0.625,0,0,0.375,77.978,5.041834104,441.84,5.57,-0.01,0.238026488,-0.222968617,-0.252929777,-0.022010506,-0.084366738,-0.301855467,1,0,0,0,0,0,0.153846154,0.846153846,0
"90",3713,30900,6,"BN","Dry",1,554.15,0,133.9217188,9,0,0,0,277.2852051,167.333669,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.247149911,-0.227244343,-0.253863348,-0.018874933,-0.077194016,-0.299259266,1,0,0,0,0,0,0.25974026,0.74025974,0
"91",3719,30950,6,"BN","Dry",1,553.98,0,133.9384375,8,0,0,0,298.1470431,119.6153241,0,15,0,0,0,0.666666667,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01,0.23630512,-0.221809946,-0.262089122,-0.035228404,-0.096077923,-0.31136489,5,0,0,0,0,0,0.657894737,0.342105263,0
"92",3725,31000,6,"BN","Dry",1,554.94,0,133.939375,7,0,0,0,332.8991873,70.87382613,0,41,0,0,0,0.333333333,0,0,0.666666667,77.978,5.041834104,441.84,5.57,-0.01,0.244690855,-0.233608573,-0.254026322,-0.015004776,-0.078571244,-0.307049034,5,0,0,0,0,0,0.87654321,0.12345679,0
"93",3731,31050,6,"BN","Dry",1,555.98,0.01,133.9459375,6,0,0,0,0,0,1,41,0,0,0,0.111111111,0,0,0.888888889,77.978,5.041834104,441.84,5.57,-0.01,0.232114571,-0.231169743,-0.225513375,0.005402236,-0.052042547,-0.280540233,5,0,0,0,0,0,0.95,0.05,0
"94",3737,31100,6,"BN","Dry",1,555.69,0,133.9475,6,0,0,0,0,0,1,41,0,0,0,0.333333333,0.222222222,0,0.444444444,77.978,5.041834104,441.84,5.57,-0.01,0.222940629,-0.213523902,-0.23367641,-0.016111265,-0.072755146,-0.282370462,5,0,0,0,0,0,0.558441558,0.441558442,0
"95",3743,31150,6,"BN","Dry",1,555.46,0.01,133.9479688,6,0,0,0,76.55431389,4705.631878,0,15,0,0,0,0.333333333,0.333333333,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01,0.220044906,-0.20304783,-0.25754845,-0.045772165,-0.105563923,-0.302192059,1,0,0,0,0,0,0.272727273,0.727272727,0
"96",3749,31200,6,"BN","Dry",1,555.75,0,133.9484375,6,0,0,0,126.1655531,4657.842363,0,15,0,0,0,0.777777778,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.209613227,-0.194859296,-0.269087755,-0.062034558,-0.11976489,-0.307557034,1,0,0,0,0,0,0.415584416,0.584415584,0
"97",3755,31250,6,"BN","Dry",1,556.15,0,133.9496875,8,0,0,0,175.1532945,4608.537788,0,15,0,0,0,0.875,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01,0.194370354,-0.188027921,-0.277120638,-0.082628617,-0.140357312,-0.320044543,5,0,0,0,0,0,0.948717949,0.051282051,0
"98",3761,31300,6,"BN","Dry",1,555.13,0,134.1189063,7,0,0,0,222.865549,4558.7778,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.198646186,-0.19152156,-0.272544199,-0.076445116,-0.138060969,-0.32124505,5,0,0,0,0,0,0.949367089,0.050632911,0
"99",3767,31350,6,"BN","Dry",1,555.21,0,135.4764063,12,0,0,0,257.3957155,4519.094388,0,15,0,0,0,0.875,0.125,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.21335412,-0.201458526,-0.258637094,-0.051438347,-0.107853429,-0.302755305,5,0,0,0,0,0,0.653846154,0.346153846,0
"100",3773,31400,6,"BN","Dry",1,555.21,0,135.49375,10,0,0,0,303.7783267,4471.367912,0,21,0,0,0.25,0.25,0.5,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.225457962,-0.201853974,-0.249799829,-0.034630378,-0.092357813,-0.288871504,1,0,0,0,0,0,0.367088608,0.632911392,0
"101",3779,31450,6,"BN","NotDet",2,556,0.01,135.5078125,6,0,0,0,353.6468268,4421.401225,0,4,0,0.444444444,0.111111111,0.222222222,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.23591802,-0.211346894,-0.239862128,-0.014591801,-0.07182279,-0.279069776,1,0,0,0,0,0,0.363636364,0.636363636,0
"102",3785,31500,6,"BN","NotDet",2,556.92,0.03,135.511875,6,0,0,0,403.3936365,4371.891363,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.255933672,-0.225512194,-0.236314821,0.00501658,-0.051696931,-0.274385094,1,0,0,0,0,0,0.35,0.65,0
"103",3791,31550,6,"BN","Dry",1,556.96,0.05,136.2323438,8,0,0,0,452.8538532,4323.019396,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.264724524,-0.232612937,-0.231756756,0.016332306,-0.041099726,-0.271435994,1,0,0,0,0,0,0.455696203,0.544303797,0
"104",3797,31600,6,"BN","Dry",1,555.7,0.05,136.2376563,10,0,0,0,502.7688978,4273.476612,0,4,0,0.75,0,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.261838508,-0.229727709,-0.229710675,0.016890496,-0.042342325,-0.269715021,5,0,0,0,0,0,0.730769231,0.269230769,0
"105",3803,31650,6,"BN","Dry",1,555.85,0.06,136.240625,8,0,0,0,552.4331625,4224.533304,0,4,0,0.75,0,0.125,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01,0.272621734,-0.235817878,-0.230047084,0.027514431,-0.03136912,-0.265537842,5,0,0,0,0,0,0.623376623,0.376623377,0
"106",3809,31700,6,"BN","NotDet",2,555.13,0.07,136.2446875,6,0,0,0,602.2957526,4175.304005,0,15,0,0.444444444,0,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.276068681,-0.240417992,-0.238976146,0.02361567,-0.036433784,-0.274711645,5,0,0,0,0,0,0.666666667,0.333333333,0
"107",3815,31750,6,"BN","NotDet",2,553.37,0.04,136.2476563,7,0,0,0,652.2342115,4125.705506,0,15,0,0,0,0.75,0,0,0.25,77.978,5.041834104,441.84,5.57,-0.01,0.254298516,-0.228267381,-0.260199006,-0.010909094,-0.071060045,-0.294736372,5,0,0,0,0,0,0.5875,0.4125,0
"108",3821,31800,6,"BN","Dry",1,552.83,0.03,136.2495313,6,0,0,0,701.8035695,4075.730558,0,15,0,0,0,0.666666667,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01,0.240425202,-0.219278273,-0.266730208,-0.027062868,-0.086378025,-0.299962203,1,0,0,0,0,0,0.448717949,0.551282051,0
"109",3827,31850,6,"BN","Dry",1,552.62,0.02,136.2940625,7,0,0,0,750.6506092,4026.233123,0,15,0,0,0,0.444444444,0.333333333,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01,0.243159891,-0.216952478,-0.256545841,-0.019067925,-0.078643785,-0.290639118,1,0,0,0,0,0,0.298701299,0.701298701,0
"110",3833,31900,6,"BN","NotDet",2,553.69,0.03,136.3017188,7,0,0,0,770.015529,4004.807695,0,21,0,0,0,0.416666667,0.583333333,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.223441702,-0.201184363,-0.263811258,-0.042173585,-0.101963403,-0.297145987,1,0,0,0,0,0,0.384615385,0.615384615,0
"111",3839,31950,6,"BN","NotDet",2,553.23,0.02,136.3034375,7,0,0,0,772.5391614,4003.133693,0,21,0,0,0,0.25,0.75,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.216493179,-0.188542535,-0.266892904,-0.057030794,-0.114490148,-0.296703083,5,0,0,0,0,0,0.765432099,0.234567901,0
"112",3845,32000,6,"BN","Dry",1,551.88,0,136.3067188,6,0,0,0,788.3700902,3991.733223,0,21,0,0.25,0,0,0.75,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.21251143,-0.181258827,-0.269368271,-0.061939703,-0.119921263,-0.294876471,5,0,0,0,0,0,1,0,0
"113",3851,32050,6,"BN","Dry",1,551.98,0,136.360625,7,0,0,0,807.4909123,3979.954623,0,4,0,0.555555556,0,0,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.219890627,-0.186205074,-0.255982467,-0.044195382,-0.10101931,-0.282004269,5,0,0,0,0,0,0.776315789,0.223684211,0
"114",3857,32100,6,"BN","NotDet",2,551.66,0,136.3621875,7,0,0,0,855.4805505,3935.355997,0,4,0,0.666666667,0,0,0.333333333,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.2161264,-0.180653446,-0.250885076,-0.043354596,-0.102425923,-0.277968272,1,0,0,0,0,0,0.480519481,0.519480519,0
"115",3863,32150,6,"BN","NotDet",2,551.09,0,136.3726563,7,0,0,0,905.2645683,3887.719229,0,4,0,0.555555556,0,0,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.214738147,-0.183330205,-0.258674194,-0.05316322,-0.110115084,-0.287608349,5,0,0,0,0,0,0.544303797,0.455696203,0
"116",3869,32200,6,"BN","NotDet",2,552,0,136.3834375,9,0,0,0,953.651149,3843.487371,0,21,0,0.111111111,0,0.222222222,0.666666667,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.212489949,-0.188739247,-0.267541549,-0.061986839,-0.119988302,-0.301880415,5,0,0,0,0,0,0.85,0.15,0
"117",3875,32250,6,"BN","Dry",1,553.52,0.01,137.1521875,15,0,0,0,997.5122456,3806.878809,0,15,0,0.125,0,0.5,0.375,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.210394526,-0.196394348,-0.27058285,-0.066891523,-0.122564375,-0.311451341,5,0,0,0,0,0,1,0,0
"118",3881,32300,6,"BN","Dry",1,553.56,0.01,137.3540625,13,0,0,0,1038.994293,3775.19426,0,21,0,0.222222222,0,0.333333333,0.444444444,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.205678651,-0.191231565,-0.271954758,-0.072884147,-0.126955996,-0.310645708,5,0,0,0,0,0,1,0,0
"119",3887,32350,6,"BN","NotDet",2,551.96,0,137.3570313,10,0,0,0,1076.375867,3750.752312,0,21,0,0.111111111,0,0,0.888888889,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.206367163,-0.181690325,-0.277510227,-0.081406342,-0.137374966,-0.31128481,5,0,0,0,0,0,1,0,0
"120",3893,32400,6,"BN","Dry",1,551.21,0,137.368125,7,0,0,0,1113.442695,3728.619371,0,21,0,0,0,0,1,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.205739619,-0.178450991,-0.282761401,-0.082103619,-0.139087294,-0.309850448,5,0,0,0,0,0,1,0,0
"121",3899,32450,6,"BN","Dry",1,552.08,0,137.4598438,7,0,0,0,1146.305659,3713.820208,0,21,0,0,0,0,1,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.211800275,-0.185526771,-0.265950101,-0.060817501,-0.118438093,-0.297391296,5,0,0,0,0,0,0.833333333,0.166666667,0
"122",3905,32500,6,"BN","Dry",1,552.72,0,137.4648438,8,0,0,0,1183.679124,3693.558352,0,4,0,0.6,0,0,0.4,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.216484239,-0.186310218,-0.243506186,-0.039455451,-0.096107968,-0.277389603,1,0,0,0,0,0,0.341772152,0.658227848,0
"123",3911,32550,6,"BN","Dry",1,551.38,0,137.4725,8,0,0,0,1229.505237,3647.257628,0,4,0,0.5,0,0.25,0.25,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.221240206,-0.200184646,-0.237861833,-0.029970979,-0.088886473,-0.283953087,1,0,0,0,0,0,0.430379747,0.569620253,0
"124",7889,65700,6,"BAR","Dry",1,488.48,0,591.2964063,14,0,0,0,675.8819795,927.9805632,0,4,0,1,0,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.253050313,-0.209505116,-0.257190918,-0.014911808,-0.068574285,-0.274328171,1,0,0,0,0,0,0,1,0
"125",7895,65750,6,"BAR","Dry",1,488.81,0,591.6071875,12,0,0,0,693.3666163,919.4980231,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.257545588,-0.221474519,-0.246474779,3.42e-06,-0.054792085,-0.273078032,1,0,0,0,0,0,0.341772152,0.658227848,0
"126",7901,65800,6,"BAR","NotDet",2,489.24,0,591.6129688,8,0,0,0,712.5776709,915.2896304,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.254472108,-0.223821278,-0.239057847,0.006594334,-0.047674855,-0.268657311,5,0,0,0,0,0,0.518987342,0.481012658,0
"127",7907,65850,6,"BAR","NotDet",2,488.94,0,591.6217188,7,0,0,0,725.4528068,923.8011499,0,4,0,0.75,0,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.27160366,-0.228058233,-0.240985715,0.01992018,-0.034802186,-0.260874261,1,0,0,0,0,0,0.302631579,0.697368421,0
"128",7913,65900,6,"BAR","Dry",1,489.61,0.01,591.6284375,8,0,0,0,745.0869889,931.0950658,0,4,0,0.777777778,0,0.222222222,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.276478623,-0.235973668,-0.245756797,0.01529526,-0.036751935,-0.27053892,5,0,0,0,0,0,0.597402597,0.402597403,0
"129",7919,65950,6,"BAR","Dry",1,490.14,0.01,591.6290625,6,0,0,0,765.4301608,942.88439,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.241003297,-0.215023681,-0.260687488,-0.027044502,-0.081885924,-0.291825865,5,0,0,0,0,0,0.924050633,0.075949367,0
"130",7924,66000,5,"BAR","NotDet",2,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0,0.286040974,-0.252939973,-0.238523762,0.028978345,-0.026244371,-0.277601258,5,0,0,0,0,0,0.506329114,0.493670886,0
"131",7925,66000,6,"BAR","Dry",1,490.46,0.03,591.6635938,7,0,0,0,776.8392222,968.7181952,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.233698821,-0.21803367,-0.264173678,-0.035931393,-0.089677978,-0.301954608,5,0,0,0,0,0,0.974683544,0.025316456,0
"132",7930,66050,5,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,25.654,15.70013972,441.81,5.54,0,0.280046168,-0.252392124,-0.234335431,0.027760812,-0.02899112,-0.279566822,5,0,0,0,0,0,0.721518987,0.278481013,0
"133",7931,66050,6,"BAR","NotDet",2,490.25,0.02,591.6704688,8,0,0,0,791.4112669,996.2537197,0,15,0,0.333333333,0,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.246186577,-0.231766227,-0.253800382,-0.017001206,-0.072319705,-0.299153248,5,0,0,0,0,0,1,0,0
"134",7936,66100,5,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,25.654,15.70013972,441.81,5.54,0,0.296327605,-0.261111328,-0.22371027,0.051710033,-0.003190717,-0.264071249,1,0,0,0,0,0,0.425,0.575,0
"135",7937,66100,6,"BAR","NotDet",2,489.81,0.01,591.6714063,7,0,0,0,798.5574233,1033.202281,0,4,0,0.5,0,0.4,0.1,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.244260242,-0.226190353,-0.242967209,-0.008306359,-0.061173926,-0.283413474,5,0,0,0,0,0,0.6875,0.3125,0
"136",7942,66150,5,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,25.654,15.70013972,441.81,5.54,0,0.326410763,-0.274245388,-0.223685083,0.075421996,0.021620746,-0.254071112,1,0,0,0,0,0,0.038961039,0.961038961,0
"137",7943,66150,6,"BAR","NotDet",2,489.51,0.01,591.7132813,6,0,0,0,804.5201249,1073.842809,0,4,0,0.555555556,0,0.222222222,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.241321924,-0.217221769,-0.243835261,-0.014620854,-0.06567347,-0.278877152,1,0,0,0,0,0,0.350649351,0.649350649,0
"138",7948,66200,5,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,25.654,15.70013972,441.81,5.54,0,0.323286257,-0.27098851,-0.222811168,0.07232288,0.015754443,-0.256373872,1,0,0,0,0,0,0.038461538,0.961538462,0
"139",7949,66200,6,"BAR","NotDet",2,489.29,0,591.7189063,6,0,0,0,810.9895292,1116.65517,0,15,0,0.25,0,0.75,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.237838833,-0.216953479,-0.251184844,-0.024943796,-0.078070989,-0.29020602,5,0,0,0,0,0,0.551282051,0.448717949,0
"140",7954,66250,5,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,25.654,15.70013972,441.81,5.54,0,0.31555783,-0.270796515,-0.213663719,0.069047923,0.014703345,-0.257158717,1,0,0,0.038961039,0,0,0.285714286,0.675324675,0
"141",7955,66250,6,"BAR","NotDet",2,489.22,0,591.7228125,6,0,0,0,820.7390355,1159.902844,0,15,0,0.444444444,0,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.232223863,-0.222884588,-0.255230848,-0.030768787,-0.084273356,-0.30158436,5,0,0,0.012987013,0,0,0.818181818,0.168831169,0
"142",7960,66300,5,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,25.654,15.70013972,441.81,5.54,0,0.325029437,-0.275493664,-0.226819431,0.069893307,0.014039492,-0.262509508,1,0,0,0.05,0,0,0.2625,0.6875,0
"143",7961,66300,6,"BAR","NotDet",2,489.59,0.01,591.7254688,7,0,0,0,825.7006493,1206.192168,0,4,0,0.916666667,0,0.083333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.239330495,-0.226980276,-0.265791653,-0.033092294,-0.087407603,-0.30818236,5,0,0,0.05,0,0,0.5375,0.4125,0
"144",7966,66350,5,"BAR","NotDet",2,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,25.654,15.70013972,441.81,5.54,0,0.331414823,-0.269837834,-0.233045568,0.073691236,0.020537033,-0.250893314,1,0,0,0,0,0,0.064102564,0.935897436,0
"145",7967,66350,6,"BAR","NotDet",2,489.94,0.01,591.95625,11,0,0,0,831.0882397,1253.199733,0,4,0,0.777777778,0,0.111111111,0.111111111,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.257659654,-0.222991441,-0.256878004,-0.010207759,-0.061569121,-0.280688694,1,0,0,0,0,0,0.128205128,0.871794872,0
"146",7972,66400,5,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,25.654,15.70013972,441.81,5.54,0,0.337155733,-0.275912534,-0.220553278,0.089459359,0.035856921,-0.242548677,1,0,0,0,0,0,0.153846154,0.846153846,0
"147",7973,66400,6,"BAR","NotDet",2,489.72,0.01,591.9573438,9,0,0,0,875.3908985,1256.407497,0,4,0,0.625,0,0.375,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.252809782,-0.223589227,-0.244130847,0.000785808,-0.052262217,-0.27254776,1,0,0,0,0,0,0.282051282,0.717948718,0
"148",7978,66450,5,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,25.654,15.70013972,441.81,5.54,0,0.357983891,-0.294502047,-0.214260538,0.114459332,0.059788477,-0.238889321,1,0,0,0.025641026,0,0,0.166666667,0.807692308,0
"149",7979,66450,6,"BAR","NotDet",2,489.96,0.01,591.9576563,5,0,0,0,911.0780236,1217.818579,0,4,0,0.888888889,0,0.111111111,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.265729561,-0.238485375,-0.238398354,0.020096104,-0.033840635,-0.2699221,1,0,0,0.051282051,0,0,0.269230769,0.679487179,0
"150",7984,66500,5,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,25.654,15.70013972,441.81,5.54,0,0.355313796,-0.295734337,-0.210491227,0.119673109,0.063593813,-0.236576102,1,0,0,0.025,0,0,0.1125,0.8625,0
"151",7985,66500,6,"BAR","NotDet",2,489.16,0,592.1392188,11,0,0,0,953.3975105,1192.462405,0,4,0,1,0,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.281474884,-0.249890249,-0.234706248,0.039347897,-0.014177561,-0.263077301,1,0,0,0,0,0,0.35,0.65,0
"152",7990,66550,5,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,25.654,15.70013972,441.81,5.54,0,0.326066107,-0.276889133,-0.214002666,0.091076766,0.036131625,-0.243550822,1,0,0,0,0,0,0.303797468,0.696202532,0
"153",7991,66550,6,"BAR","NotDet",2,488.4,0,592.1446875,10,0,0,0,999.4822979,1171.77396,0,4,0,0.666666667,0,0.333333333,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.251003047,-0.230740584,-0.23829115,0.01067379,-0.042048835,-0.270413266,5,0,0,0,0,0,0.506329114,0.493670886,0
"154",7996,66600,5,"BAR","NotDet",2,488.1,0,592.2007813,8,0,0,0,1027.629096,1128.059665,0,15,0,0.375,0,0.625,0,0,0,25.654,15.70013972,441.81,5.54,0,0.329722001,-0.27809429,-0.211388639,0.09104152,0.036871986,-0.243996755,1,0,0,0.025641026,0,0,0.128205128,0.846153846,0
"155",7997,66600,6,"BAR","NotDet",2,488.1,0,592.2007813,8,0,0,0,1027.629096,1128.059665,0,15,0,0.375,0,0.625,0,0,0,77.978,5.041834104,441.84,5.57,-0.01,0.250331014,-0.227799209,-0.240335113,0.004112464,-0.048615104,-0.273538975,5,0,0,0,0,0,0.538461538,0.461538462,0
